ticker,adsh,total_debt_status,lb,ub,cash_present,ocf_present,flags
MRVL,0001835632-26-000011,PARTIAL,1.04644387317909,3.0494715795487,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
GILD,0000882095-26-000006,PARTIAL,1.73390557939914,3.62511228665535,False,True,BS_CLOSURE_FAILED;CASH_MISSING;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
T,0000732717-26-000120,PARTIAL,2.9258762784232,,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
SCHW,0000316709-26-000009,PARTIAL,-1.81699065621308,42.4809365266889,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_CASH_BASIS;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
BLK,0001193125-26-071966,PARTIAL,0.331041507512096,24.6977336389101,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
ETN,0001551182-26-000007,PARTIAL,2.07334525939177,4.74150268336315,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
WDC,0000106040-25-000038,PARTIAL,1.5357776463631,3.75399172087522,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
BMY,0000014272-26-000004,PARTIAL,2.46552698502402,4.33201469341622,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_MISSING_WITH_DEBT;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
DHR,0000313616-26-000062,PARTIAL,2.15134039900249,4.82076059850374,False,True,BS_CLOSURE_FAILED;CASH_MISSING;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
SPGI,0000064040-26-000013,PARTIAL,2.00725535303486,4.12369492125288,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
DELL,0001571996-26-000008,PARTIAL,1.78587393831024,8.2456861868574,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_CASH_BASIS;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
PGR,0000080661-26-000086,PARTIAL,0.385912924549806,5.2764417597447,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INSURER_OCF_INCLUDES_FLOAT;INTEREST_DEBT_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;STI_NOT_NETTED
PH,0000076334-25-000035,PARTIAL,2.33527542372881,4.0614406779661,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
CB,0000896159-26-000005,PARTIAL,1.15145131086142,15.0240324594257,False,True,BS_CLOSURE_FAILED;CASH_MISSING;FSDS_FACE_ONLY;INSURER_OCF_INCLUDES_FLOAT;LEVERAGE_THRESHOLD_INDETERMINATE
SBUX,0000829224-25-000114,PARTIAL,2.70774091627172,8.44842548709847,False,True,BS_CLOSURE_FAILED;CASH_MISSING;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
GLW,0000024741-26-000124,PARTIAL,2.56326530612245,6.36103896103896,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
ADP,0000008670-25-000037,PARTIAL,1.09245500738911,8.87371702734984,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL;STI_NOT_NETTED
MO,0000764180-26-000017,PARTIAL,2.28579117330463,3.65931108719053,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_CASH_BASIS;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
LMT,0001628280-26-004195,PARTIAL,2.05434147481594,5.72607222157298,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
SYK,0000310764-26-000010,PARTIAL,2.34892942109437,4.24524187153053,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
FCX,0000831259-26-000012,PARTIAL,0.990196078431373,4.20267379679144,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_MISSING_WITH_DEBT;INTEREST_NET_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
VLO,0001628280-26-011499,PARTIAL,1.01802265705458,5.07638173704085,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
BX,0001193125-26-082531,MISSING,-0.564261238245902,4.97442871905988,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE
MCK,0000927653-26-000069,PARTIAL,0.414459788789602,13.0820471161657,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
VRT,0001674101-26-000008,PARTIAL,0.560412527202195,3.09523133692875,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
TT,0001628280-26-005731,PARTIAL,0.892721865706683,3.46110502426045,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
CMCSA,0001628280-26-004994,PARTIAL,2.65897809351128,4.94150343310644,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
GD,0000040533-26-000006,PARTIAL,1.109375,5.721484375,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_MISSING_WITH_DEBT;INTEREST_NET_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
PWR,0001050915-26-000006,PARTIAL,2.49124337995578,6.93261299479365,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
SLB,0001193125-26-021017,PARTIAL,1.03344120819849,3.78193866543381,True,True,BS_CLOSURE_FAILED;CUSTOM_TAG_DEBT_BY_LABEL;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL;STI_NOT_NETTED
CEG,0001868275-26-000032,PARTIAL,1.24120840217135,9.14680198253481,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
TMUS,0001283699-26-000010,PARTIAL,2.9679427549195,5.52543828264758,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_MISSING_WITH_DEBT;INTEREST_NET_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
HOOD,0001783879-26-000023,MISSING,-2.6013431013431,15.0946275946276,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_CASH_BASIS;LEVERAGE_THRESHOLD_INDETERMINATE
MSI,0000068505-26-000010,PARTIAL,2.81882270003525,5.5741980965809,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
CMI,0000026172-26-000009,PARTIAL,1.2134769400718,5.68461750897542,False,True,BS_CLOSURE_FAILED;CASH_MISSING;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL;STI_NOT_NETTED
GM,0001467858-26-000013,MISSING,-0.779580898500019,7.33877991588194,True,True,BS_CLOSURE_FAILED;FACE_LINE_VALUE_NOT_FOUND;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE
UPS,0001628280-26-008432,PARTIAL,2.1585798816568,6.03266272189349,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
TRV,0000086312-26-000065,PARTIAL,0.794361682066755,10.3688478219876,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INSURER_OCF_INCLUDES_FLOAT;LEVERAGE_THRESHOLD_INDETERMINATE
KKR,0001404912-26-000007,MISSING,-35.9004311788346,687.609178248493,False,True,BS_CLOSURE_FAILED;CASH_MISSING;FACE_LINE_VALUE_NOT_FOUND;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE
MCO,0001628280-26-009136,PARTIAL,1.58910720441227,3.18545329196829,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_MISSING_WITH_DEBT;INTEREST_NET_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
ORLY,0000898173-26-000009,PARTIAL,2.10830041929867,6.19400990516631,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_DEBT_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
CI,0001739940-26-000006,PARTIAL,2.47755442141444,11.2872617435684,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INSURER_OCF_INCLUDES_FLOAT;INTEREST_CASH_BASIS;LEVERAGE_THRESHOLD_INDETERMINATE
TGT,0000027419-26-000016,PARTIAL,1.67144163364828,6.60240780249924,False,True,BS_CLOSURE_FAILED;CASH_MISSING;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
ITW,0000049826-26-000008,PARTIAL,2.59692898272553,,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
NOC,0001133421-26-000003,PARTIAL,2.26171957115829,6.36956064746689,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL;TOTAL_DEBT_BELOW_LEGACY
CL,0000021665-26-000006,PARTIAL,1.32991900905193,3.49618866126727,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
FDX,0001048911-25-000011,PARTIAL,2.14283683911313,7.68206367254122,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
BSX,0000885725-26-000010,PARTIAL,2.08888398764888,3.8542126157918,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
ECL,0001104659-26-018357,PARTIAL,2.57064959696539,4.8247646142383,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_CASH_BASIS;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
ALL,0000899051-26-000031,PARTIAL,0.673788328387735,8.75281899109792,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INSURER_OCF_INCLUDES_FLOAT;INTEREST_MISSING_WITH_DEBT;LEVERAGE_THRESHOLD_INDETERMINATE
PCAR,0001193125-26-057025,MISSING,,5.67783867022963,False,True,BS_CLOSURE_FAILED;CASH_MISSING;FACE_LINE_VALUE_NOT_FOUND;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE
URI,0001067701-26-000007,PARTIAL,2.65317919075145,3.93815028901734,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_CASH_BASIS;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
DLR,0001104659-26-015365,PARTIAL,-0.88844202814435,8.75275979463845,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;REIT_BOOK_ROIC_DEPRECIATION_DISTORTED;ROIC_DEBT_PARTIAL
BKR,0001701605-26-000007,PARTIAL,0.62257217847769,5.78661417322835,False,True,BS_CLOSURE_FAILED;CASH_MISSING;FSDS_FACE_ONLY;INTEREST_CASH_BASIS;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
CRH,0001628280-26-009043,PARTIAL,2.41013333333333,5.112,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
APO,0001858681-26-000013,PARTIAL,-0.99737786364891,57.7468948385316,False,True,BS_CLOSURE_FAILED;CASH_MISSING;FSDS_FACE_ONLY;INTEREST_CASH_BASIS;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
COR,0001140859-25-000131,PARTIAL,0.852782623505853,18.2512941534714,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_MISSING_WITH_DEBT;INTEREST_NET_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
NUE,0001193125-26-071575,PARTIAL,1.47526283240569,3.3147804576376,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_MISSING_WITH_DEBT;INTEREST_NET_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
CTVA,0001755672-26-000004,PARTIAL,-0.569876688197299,4.16324133881386,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
CAH,0000721371-25-000079,PARTIAL,1.94117647058824,21.7058823529412,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
F,0000037996-26-000015,MISSING,-1.09745324687529,10.7989850577953,True,True,BS_CLOSURE_FAILED;EBIT_NON_POSITIVE;FACE_LINE_VALUE_NOT_FOUND;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE
AFL,0001628280-26-011402,PARTIAL,0.846966731898239,31.5988258317025,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INSURER_OCF_INCLUDES_FLOAT;INTEREST_CASH_BASIS;LEVERAGE_THRESHOLD_INDETERMINATE
CVNA,0001690820-26-000009,PARTIAL,2.69111969111969,6.43918918918919,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
MET,0001099219-26-000013,CONFLICTING,-0.442604727357828,40.6162532178797,True,True,BS_CLOSURE_FAILED;DEBT_CONFLICTING_PRUDENTIAL_VALUE;FSDS_FACE_ONLY;INSURER_OCF_INCLUDES_FLOAT;INTEREST_CASH_BASIS;LEVERAGE_THRESHOLD_INDETERMINATE;STI_NOT_NETTED
DAL,0000027904-26-000013,PARTIAL,1.17501798129945,6.73147926156797,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_CASH_BASIS;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
AMP,0000820027-26-000011,MISSING,-1.34062237174096,22.1500660819416,False,True,BS_CLOSURE_FAILED;CASH_MISSING;FACE_LINE_VALUE_NOT_FOUND;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE
MRNA,0001682852-26-000033,PARTIAL,,,True,True,BS_CLOSURE_FAILED;EBIT_NON_POSITIVE;FSDS_FACE_ONLY;INTEREST_CASH_BASIS;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL;STI_NOT_NETTED
AZO,0001104659-25-102611,PARTIAL,2.73565931434426,7.21700412884459,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_CASH_BASIS;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
WAB,0001628280-26-008067,PARTIAL,2.70153496304719,6.1847640704946,False,True,BS_CLOSURE_FAILED;CASH_MISSING;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
ROK,0001024478-25-000116,PARTIAL,1.78497409326425,4.59650259067358,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
PYPL,0001633917-26-000024,PARTIAL,0.302057356608479,8.08416458852868,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_CASH_BASIS;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL;STI_NOT_NETTED
NKE,0000320187-25-000047,PARTIAL,0.135749053542455,4.30016224986479,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_CASH_BASIS;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
EBAY,0001065088-26-000027,PARTIAL,2.49055640632976,5.68044920877999,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
AXON,0001628280-26-011360,PARTIAL,2.88434694968747,12.0967166495536,True,True,BS_CLOSURE_FAILED;EBIT_NON_POSITIVE;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL;STI_NOT_NETTED
EXC,0001109357-26-000018,PARTIAL,0.166133674448353,13.9344419571474,True,True,BS_CLOSURE_FAILED;FACE_LINE_VALUE_NOT_FOUND;FSDS_FACE_ONLY;INTEREST_MISSING_WITH_DEBT;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
XYZ,0001628280-26-012254,PARTIAL,0.200235374929159,4.1926791109402,True,True,BS_CLOSURE_FAILED;CUSTOM_TAG_DEBT_BY_LABEL;FSDS_FACE_ONLY;INTEREST_MISSING_WITH_DEBT;INTEREST_NET_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
OXY,0001628280-26-009059,PARTIAL,1.93961260919104,4.38511203949867,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
FERG,0002011641-25-000027,PARTIAL,1.82285115303983,5.88207547169811,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_CASH_BASIS;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
IBKR,0001381197-26-000062,PARTIAL,-0.312693694263487,11.2456517614319,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_CASH_BASIS;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
CBRE,0001138118-26-000005,PARTIAL,2.0891597177678,12.4355355997434,True,True,BS_CLOSURE_FAILED;CUSTOM_TAG_DEBT_BY_LABEL;FSDS_FACE_ONLY;INTEREST_CASH_BASIS;LEVERAGE_THRESHOLD_INDETERMINATE;REIT_BOOK_ROIC_DEPRECIATION_DISTORTED;ROIC_DEBT_PARTIAL
PAYX,0000950170-25-095300,PARTIAL,1.75611552422537,5.68546477984113,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
PRU,0001137774-26-000048,PARTIAL,-0.136501355445702,114.56657630362,True,True,BS_CLOSURE_FAILED;CUSTOM_TAG_DEBT_BY_LABEL;FSDS_FACE_ONLY;INSURER_OCF_INCLUDES_FLOAT;INTEREST_MISSING_WITH_DEBT;LEVERAGE_THRESHOLD_INDETERMINATE
AIG,0000005272-26-000023,PARTIAL,2.38895594447797,35.8533494266747,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INSURER_OCF_INCLUDES_FLOAT;LEVERAGE_THRESHOLD_INDETERMINATE
FLEX,0000866374-26-000012,PARTIAL,0.808308605341246,8.6213649851632,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
ED,0001047862-26-000031,PARTIAL,-0.01125,10.1633333333333,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL;TOTAL_DEBT_BELOW_LEGACY
ADM,0000007084-26-000011,PARTIAL,1.3563829787234,,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
FANG,0001539838-26-000010,PARTIAL,1.6424982872802,3.1957067823704,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_MISSING_WITH_DEBT;INTEREST_NET_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL
TTWO,0001628280-26-037434,PARTIAL,1.55774467403492,6.93064231939773,True,True,BS_CLOSURE_FAILED;EBIT_NON_POSITIVE;FSDS_FACE_ONLY;INTEREST_CASH_BASIS;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL;STI_NOT_NETTED
HIG,0000874766-26-000012,PARTIAL,0.71563660925363,11.2943262411348,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INSURER_OCF_INCLUDES_FLOAT;LEVERAGE_THRESHOLD_INDETERMINATE
NTAP,0001193125-26-259683,PARTIAL,0.201741654571843,3.54281567489115,True,True,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_MISSING_WITH_DEBT;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL;STI_NOT_NETTED
