ticker,ticker_sec,name,sector,weight,cik,sic,annual_form,annual_period,annual_filed,annual_adsh,latest_10q_period,latest_10q_filed,sec_quarters_used,annual_revenue,annual_revenue_tag,annual_revenue_date,prior_revenue,prior_revenue_date,annual_net_income,annual_net_income_tag,annual_net_income_date,prior_net_income,prior_net_income_date,annual_operating_income,annual_operating_income_tag,annual_operating_income_date,prior_operating_income,prior_operating_income_date,annual_operating_cash_flow,annual_operating_cash_flow_tag,annual_operating_cash_flow_date,prior_operating_cash_flow,prior_operating_cash_flow_date,annual_capex,annual_capex_tag,annual_capex_date,prior_capex,prior_capex_date,annual_diluted_shares,annual_diluted_shares_tag,annual_diluted_shares_date,prior_diluted_shares,prior_diluted_shares_date,annual_assets,annual_assets_tag,annual_assets_date,annual_equity,annual_equity_tag,annual_equity_date,annual_cash,annual_cash_tag,annual_cash_date,annual_debt,annual_debt_tag,annual_debt_date,annual_fcf,revenue_yoy,net_income_yoy,diluted_shares_yoy,operating_margin,net_margin,fcf_margin,roe_simple,debt_to_equity,core_metric_coverage_pct,extended_metric_coverage_pct,data_quality_flags,data_status,fy_minus_1_period,fy_minus_1_filed,fy_minus_1_adsh,fy_minus_1_revenue,fy_minus_1_revenue_tag,fy_minus_1_revenue_date,fy_minus_1_operating_income,fy_minus_1_operating_income_tag,fy_minus_1_operating_income_date,fy_minus_1_net_income,fy_minus_1_net_income_tag,fy_minus_1_net_income_date,fy_minus_1_operating_cash_flow,fy_minus_1_operating_cash_flow_tag,fy_minus_1_operating_cash_flow_date,fy_minus_1_capex,fy_minus_1_capex_tag,fy_minus_1_capex_date,fy_minus_1_diluted_shares,fy_minus_1_diluted_shares_tag,fy_minus_1_diluted_shares_date,fy_minus_1_equity,fy_minus_1_equity_tag,fy_minus_1_equity_date,fy_minus_2_period,fy_minus_2_filed,fy_minus_2_adsh,fy_minus_2_revenue,fy_minus_2_revenue_tag,fy_minus_2_revenue_date,fy_minus_2_operating_income,fy_minus_2_operating_income_tag,fy_minus_2_operating_income_date,fy_minus_2_net_income,fy_minus_2_net_income_tag,fy_minus_2_net_income_date,fy_minus_2_operating_cash_flow,fy_minus_2_operating_cash_flow_tag,fy_minus_2_operating_cash_flow_date,fy_minus_2_capex,fy_minus_2_capex_tag,fy_minus_2_capex_date,fy_minus_2_diluted_shares,fy_minus_2_diluted_shares_tag,fy_minus_2_diluted_shares_date,fy_minus_2_equity,fy_minus_2_equity_tag,fy_minus_2_equity_date,fy_minus_3_period,fy_minus_3_filed,fy_minus_3_adsh,fy_minus_3_revenue,fy_minus_3_revenue_tag,fy_minus_3_revenue_date,fy_minus_3_operating_income,fy_minus_3_operating_income_tag,fy_minus_3_operating_income_date,fy_minus_3_net_income,fy_minus_3_net_income_tag,fy_minus_3_net_income_date,fy_minus_3_operating_cash_flow,fy_minus_3_operating_cash_flow_tag,fy_minus_3_operating_cash_flow_date,fy_minus_3_capex,fy_minus_3_capex_tag,fy_minus_3_capex_date,fy_minus_3_diluted_shares,fy_minus_3_diluted_shares_tag,fy_minus_3_diluted_shares_date,fy_minus_3_equity,fy_minus_3_equity_tag,fy_minus_3_equity_date,annual_sbc,annual_sbc_tag,annual_sbc_date,prior_sbc,prior_sbc_tag,prior_sbc_date,sbc_to_revenue,revenue_cagr3,opinc_cagr3,fcf_cagr3,fcf_per_share_cagr3,annual_operating_margin_history,fy_minus_1_operating_margin_history,fy_minus_2_operating_margin_history,fy_minus_3_operating_margin_history,operating_margin_std_4y,operating_margin_range_4y,annual_buyback,annual_buyback_tag,annual_buyback_date,annual_buyback_adsh,annual_dividends_paid,annual_dividends_paid_tag,annual_dividends_paid_date,annual_dividends_paid_adsh,annual_dividends_preferred,annual_dividends_minority_interest,annual_buyback_level1_value,annual_buyback_level2_value,annual_buyback_tax_withholding_value,annual_buyback_level4_value,annual_dividends_common_value,annual_dividends_total_value,annual_dividends_variant_value,buyback_accretion,payout_ratio,share_change,fy_minus_1_buyback,fy_minus_1_buyback_tag,fy_minus_1_buyback_date,fy_minus_1_buyback_adsh,fy_minus_1_dividends_paid,fy_minus_1_dividends_paid_tag,fy_minus_1_dividends_paid_date,fy_minus_1_dividends_paid_adsh,fy_minus_2_buyback,fy_minus_2_buyback_tag,fy_minus_2_buyback_date,fy_minus_2_buyback_adsh,fy_minus_2_dividends_paid,fy_minus_2_dividends_paid_tag,fy_minus_2_dividends_paid_date,fy_minus_2_dividends_paid_adsh,fy_minus_3_buyback,fy_minus_3_buyback_tag,fy_minus_3_buyback_date,fy_minus_3_buyback_adsh,fy_minus_3_dividends_paid,fy_minus_3_dividends_paid_tag,fy_minus_3_dividends_paid_date,fy_minus_3_dividends_paid_adsh,br03_flags,br03_status,market_price,market_cap,market_data_as_of,market_data_retrieved_at_utc,market_data_source,market_data_source_symbol,market_data_as_of_status,market_data_status,current_debt,long_term_debt,finance_lease_liabilities,total_debt,total_debt_candidates,cash_and_equivalents,short_term_investments,operating_lease_liabilities,total_liabilities,net_debt,net_debt_to_ocf,net_debt_to_ocf_lb,net_debt_to_ocf_ub,net_debt_to_ocf_ub_no_cash,interest_expense,total_liabilities_and_equity,bs_closure_residual_pct,debt_classification_method,label_dictionary_version,interest_coverage,invested_capital,roic,ios_leverage_indeterminate,total_debt_status,interest_status,br04_status,br04_flags,br04_module,br04_source_quarters,br04_legacy_comparison_note,current_debt_components,long_term_debt_components,finance_lease_liabilities_components,total_debt_components,operating_lease_liabilities_components,total_liabilities_components,interest_expense_components,cash_and_equivalents_tag,cash_and_equivalents_version,cash_and_equivalents_adsh,cash_and_equivalents_ddate,cash_and_equivalents_qtrs,cash_and_equivalents_uom,cash_and_equivalents_stmt,cash_and_equivalents_line,cash_and_equivalents_plabel,short_term_investments_tag,short_term_investments_version,short_term_investments_adsh,short_term_investments_ddate,short_term_investments_qtrs,short_term_investments_uom,short_term_investments_stmt,short_term_investments_line,short_term_investments_plabel,total_liabilities_and_equity_tag,total_liabilities_and_equity_version,total_liabilities_and_equity_adsh,total_liabilities_and_equity_ddate,total_liabilities_and_equity_qtrs,total_liabilities_and_equity_uom,total_liabilities_and_equity_stmt,total_liabilities_and_equity_line,total_liabilities_and_equity_plabel,interest_expense_tag,interest_expense_version,interest_expense_adsh,interest_expense_ddate,interest_expense_qtrs,interest_expense_uom,interest_expense_stmt,interest_expense_line,interest_expense_plabel
O,O,REALTY INCOME CORP,-,0.086368,726728.0,6798.0,10-K,20251231.0,20260225.0,0000726728-26-000011,20260331.0,20260507.0,2025Q3;2025Q4;2026Q1;2026Q2,5749377000.0,Revenues,20251231.0,5271142000.0,20241231.0,1058590000.0,NetIncomeLoss,20251231.0,860772000.0,20241231.0,,,,,,3994754000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,3573276000.0,20241231.0,,,,,,908334000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251231.0,863792000.0,20241231.0,72795612000.0,Assets,20251231.0,39438695000.0,StockholdersEquity,20251231.0,434842000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,,,,,0.0907270189268283,0.2298146315168243,0.0515656546946488,,0.1841225579745422,,0.026841405376116,,100.0,75.0,OK,PRESENT,20241231.0,20250225.0,0000726728-25-000055,5271142000.0,Revenues,20241231.0,,,,860772000.0,NetIncomeLoss,20241231.0,3573276000.0,NetCashProvidedByUsedInOperatingActivities,20241231.0,,,,863792000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20241231.0,38840738000.0,StockholdersEquity,20241231.0,20231231.0,20240221.0,0000726728-24-000047,4078993000.0,Revenues,20231231.0,,,,872309000.0,NetIncomeLoss,20231231.0,2958769000.0,NetCashProvidedByUsedInOperatingActivities,20231231.0,,,,693024000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20231231.0,32941467000.0,StockholdersEquity,20231231.0,20221231.0,20230222.0,0000726728-23-000044,3343681000.0,Revenues,20221231.0,,,,869408000.0,NetIncomeLoss,20221231.0,2563856000.0,NetCashProvidedByUsedInOperatingActivities,20221231.0,,,,612180519.0,WeightedAverageNumberOfDilutedSharesOutstanding,20221231.0,28713149000.0,StockholdersEquity,20221231.0,30770000.0,ShareBasedCompensation,20251231.0,57493000.0,ShareBasedCompensation,20241231.0,0.005351884212846,0.1980234435312218,,,,,,,,,,,,,,2920895000.0,PaymentsOfDividendsCommonStock,20251231.0,0000726728-26-000011,0.0,12024000.0,,,,,2920895000.0,,,,2.7592316194182827,0.0515656546946488,,,,,2691719000.0,PaymentsOfDividendsCommonStock,20241231.0,0000726728-25-000055,,,,,2111793000.0,PaymentsOfDividendsCommonStock,20231231.0,0000726728-24-000047,,,,,1813431000.0,PaymentsOfDividendsCommonStock,20221231.0,0000726728-23-000044,BUYBACK_TAG_ABSENT_CF_PRESENT;PAYOUT_ABOVE_EARNINGS;SHARE_ISSUANCE,PARTIAL,56.845,53787764086.0,,2026-09-21T19:45:27+00:00,NASDAQ_PUBLIC_SCREENER,O,RETRIEVAL_TIME_ONLY,PRESENT,,25069708000,,25069708000,CURRENT_PLUS_NONCURRENT=25069708000;CUSTOM_DEBT_LINES=2023414000,434842000,,,32671644000,24634866000,6.16680426379196,6.16680426379196,8.06978402174452,8.17863728279639,,72795612000,,LABEL,br04_label_v1.0,,,,false,PARTIAL,MISSING,PARTIAL,BS_CLOSURE_FAILED;CUSTOM_TAG_DEBT_BY_LABEL;FSDS_FACE_ONLY;INTEREST_MISSING_WITH_DEBT;LEVERAGE_ABOVE_THRESHOLD_BY_LOWER_BOUND;REIT_BOOK_ROIC_DEPRECIATION_DISTORTED;ROIC_DEBT_PARTIAL,REIT,2022Q3:2026Q2,,,SecuredDebt=37761000;NotesPayable=25031947000,,SecuredDebt=37761000;NotesPayable=25031947000,,Liabilities=32671644000,,CashAndCashEquivalentsAtCarryingValue,us-gaap/2025,0000726728-26-000011,20251231,0,USD,BS,9,Cash and cash equivalents,,,,,,,,,,LiabilitiesAndStockholdersEquity,us-gaap/2025,0000726728-26-000011,20251231,0,USD,BS,34,Total liabilities and equity,,,,,,,,,
GWW,GWW,WW GRAINGER INC,-,0.085949,277135.0,5000.0,10-K,20251231.0,20260219.0,0000277135-26-000011,20260331.0,20260507.0,2025Q3;2025Q4;2026Q1;2026Q2,17942000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20251231.0,17168000000.0,20241231.0,1706000000.0,NetIncomeLoss,20251231.0,1909000000.0,20241231.0,2495000000.0,OperatingIncomeLoss,20251231.0,2637000000.0,20241231.0,2015000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,2111000000.0,20241231.0,684000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20251231.0,541000000.0,20241231.0,48000000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251231.0,49000000.0,20241231.0,8962000000.0,Assets,20251231.0,3736000000.0,StockholdersEquity,20251231.0,585000000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,2488000000.0,LongTermDebtCurrent+LongTermDebtNoncurrent,20251231+20251231,1331000000.0,0.0450838769804287,-0.1063383970665269,-0.0204081632653061,0.1390591907256716,0.0950841600713409,0.0741834801025526,0.4566381156316916,0.6659528907922913,100.0,100.0,OK,PRESENT,20241231.0,20250220.0,0000277135-25-000010,17168000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20241231.0,2637000000.0,OperatingIncomeLoss,20241231.0,1909000000.0,NetIncomeLoss,20241231.0,2111000000.0,NetCashProvidedByUsedInOperatingActivities,20241231.0,541000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20241231.0,49000000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20241231.0,3358000000.0,StockholdersEquity,20241231.0,20231231.0,20240222.0,0000277135-24-000011,16478000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20231231.0,2565000000.0,OperatingIncomeLoss,20231231.0,1829000000.0,NetIncomeLoss,20231231.0,2031000000.0,NetCashProvidedByUsedInOperatingActivities,20231231.0,445000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20231231.0,50100000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20231231.0,3115000000.0,StockholdersEquity,20231231.0,20221231.0,20230221.0,0000277135-23-000014,15228000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20221231.0,2215000000.0,OperatingIncomeLoss,20221231.0,1547000000.0,NetIncomeLoss,20221231.0,1333000000.0,NetCashProvidedByUsedInOperatingActivities,20221231.0,256000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20221231.0,51100000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20221231.0,2440000000.0,StockholdersEquity,20221231.0,64000000.0,ShareBasedCompensation,20251231.0,62000000.0,ShareBasedCompensation,20241231.0,0.0035670493813398,0.0561914838038697,0.0404764936889809,0.073134401771552,0.0957563723855803,0.1390591907256716,0.1535997204100652,0.1556620949144313,0.1454557394273706,0.0066273428568133,0.0166029041887597,1045000000.0,PaymentsForRepurchaseOfCommonStock,20251231.0,0000277135-26-000011,467000000.0,PaymentsOfDividendsCommonStock,20251231.0,0000277135-26-000011,,,1045000000.0,,,,467000000.0,,,16.328125,0.2737397420867526,-0.0204081632653061,1201000000.0,PaymentsForRepurchaseOfCommonStock,20241231.0,0000277135-25-000010,421000000.0,PaymentsOfDividendsCommonStock,20241231.0,0000277135-25-000010,850000000.0,PaymentsForRepurchaseOfCommonStock,20231231.0,0000277135-24-000011,392000000.0,PaymentsOfDividendsCommonStock,20231231.0,0000277135-24-000011,603000000.0,PaymentsForRepurchaseOfCommonStock,20221231.0,0000277135-23-000014,370000000.0,PaymentsOfDividendsCommonStock,20221231.0,0000277135-23-000014,,PRESENT,1278.115,60200420484.0,,2026-09-21T19:45:27+00:00,NASDAQ_PUBLIC_SCREENER,GWW,RETRIEVAL_TIME_ONLY,PRESENT,126000000,2362000000,,2488000000,CURRENT_PLUS_NONCURRENT=2488000000,585000000,,374000000,5226000000,1903000000,,0.944416873449131,2.30322580645161,2.59354838709677,81000000,8962000000,,TAG,br04_label_v1.0,30.8024691358025,,,false,PARTIAL,PRESENT,PARTIAL,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;LEVERAGE_BELOW_THRESHOLD_BY_UPPER_BOUND;ROIC_DEBT_PARTIAL,OTHER,2022Q3:2026Q2,,LongTermDebtCurrent=126000000,LongTermDebtNoncurrent=2362000000,,LongTermDebtCurrent=126000000;LongTermDebtNoncurrent=2362000000,OperatingLeaseLiabilityNoncurrent=301000000;OperatingLeaseLiabilityCurrent=73000000,LiabilitiesAndStockholdersEquity=8962000000;StockholdersEquity=-3736000000,InterestExpenseNonoperating=81000000,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,0000277135-26-000011,20251231,0,USD,BS,3,Cash and cash equivalents,,,,,,,,,,LiabilitiesAndStockholdersEquity,us-gaap/2024,0000277135-26-000011,20251231,0,USD,BS,37,Total liabilities and shareholders' equity,InterestExpenseNonoperating,us-gaap/2024,0000277135-26-000011,20251231,4,USD,IS,7,Interest expense  net
NUE,NUE,NUCOR CORP,-,0.085934,73309.0,3312.0,10-K,20251231.0,20260225.0,0001193125-26-071575,20260331.0,20260513.0,2025Q3;2025Q4;2026Q1;2026Q2,32494000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20251231.0,30734000000.0,20241231.0,1744000000.0,NetIncomeLoss,20251231.0,2027000000.0,20241231.0,,,,,,3234000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,3979000000.0,20241231.0,3422000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20251231.0,3173000000.0,20241231.0,,,,,,35104000000.0,Assets,20251231.0,20936000000.0,StockholdersEquity,20251231.0,2260000000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,6909000000.0,LongTermDebtAndCapitalLeaseObligations,20251231,-188000000.0,0.0572655690765926,-0.1396151948692648,,,0.0536714470363759,-0.0057856835108019,0.0833014902560183,0.3300057317539167,83.3,87.5,MISSING_DILUTED_SHARES,PARTIAL,20241231.0,20250227.0,0000950170-25-028427,30734000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20241231.0,,,,2027000000.0,NetIncomeLoss,20241231.0,3979000000.0,NetCashProvidedByUsedInOperatingActivities,20241231.0,3173000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20241231.0,,,,20294000000.0,StockholdersEquity,20241231.0,20231231.0,20240227.0,0000950170-24-021195,34713501000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20231231.0,,,,4524801000.0,NetIncomeLoss,20231231.0,7111931000.0,NetCashProvidedByUsedInOperatingActivities,20231231.0,2214157000.0,PaymentsToAcquirePropertyPlantAndEquipment,20231231.0,,,,20940634000.0,StockholdersEquity,20231231.0,20221231.0,20230301.0,0001564590-23-002793,41512467000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20221231.0,,,,7607337000.0,NetIncomeLoss,20221231.0,10072054000.0,NetCashProvidedByUsedInOperatingActivities,20221231.0,1947897000.0,PaymentsToAcquirePropertyPlantAndEquipment,20221231.0,,,,18414694000.0,StockholdersEquity,20221231.0,133000000.0,ShareBasedCompensation,20251231.0,132000000.0,ShareBasedCompensation,20241231.0,0.0040930633347694,-0.0784019561652487,,,,,,,,,,700000000.0,PaymentsForRepurchaseOfCommonStock,20251231.0,0001193125-26-071575,512000000.0,PaymentsOfDividendsCommonStock,20251231.0,0001193125-26-071575,,249000000.0,700000000.0,,,707000000.0,512000000.0,,,5.2631578947368425,0.2935779816513761,,2217000000.0,PaymentsForRepurchaseOfCommonStock,20241231.0,0000950170-25-028427,522000000.0,PaymentsOfDividendsCommonStock,20241231.0,0000950170-25-028427,1553933000.0,PaymentsForRepurchaseOfCommonStock,20231231.0,0000950170-24-021195,514534000.0,PaymentsOfDividendsCommonStock,20231231.0,0000950170-24-021195,2762568000.0,PaymentsForRepurchaseOfCommonStock,20221231.0,0001564590-23-002793,533589000.0,PaymentsOfDividendsCommonStock,20221231.0,0001564590-23-002793,,PRESENT,243.18,55171626890.0,,2026-09-21T19:45:27+00:00,NASDAQ_PUBLIC_SCREENER,NUE,RETRIEVAL_TIME_ONLY,PRESENT,122000000,6909000000,,7031000000,CURRENT_PLUS_NONCURRENT=7031000000,2260000000,439000000,,12980000000,4771000000,,1.47526283240569,3.3147804576376,4.01360544217687,,35104000000,,TAG,br04_label_v1.0,,,,true,PARTIAL,MISSING,PARTIAL,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_MISSING_WITH_DEBT;INTEREST_NET_ONLY;LEVERAGE_THRESHOLD_INDETERMINATE;ROIC_DEBT_PARTIAL,OTHER,2022Q3:2026Q2,,ShortTermBorrowings=122000000,LongTermDebtAndCapitalLeaseObligations=6909000000,,ShortTermBorrowings=122000000;LongTermDebtAndCapitalLeaseObligations=6909000000,,Liabilities=12980000000,,CashAndCashEquivalentsAtCarryingValue,us-gaap/2025,0001193125-26-071575,20251231,0,USD,BS,3,Cash and cash equivalents,ShortTermInvestments,us-gaap/2025,0001193125-26-071575,20251231,0,USD,BS,4,Short-term investments,LiabilitiesAndStockholdersEquity,us-gaap/2025,0001193125-26-071575,20251231,0,USD,BS,36,Total liabilities and equity,,,,,,,,,
NXPI,NXPI,NXP SEMICONDUCTORS NV,-,0.085739,1413447.0,3674.0,10-K,20251231.0,20260219.0,0001413447-26-000008,20260331.0,20260428.0,2025Q3;2025Q4;2026Q1;2026Q2,12269000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20251231.0,12614000000.0,20241231.0,2021000000.0,NetIncomeLoss,20251231.0,2510000000.0,20241231.0,3047000000.0,OperatingIncomeLoss,20251231.0,3417000000.0,20241231.0,2820000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,2782000000.0,20241231.0,397000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20251231.0,727000000.0,20241231.0,254331000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251231.0,257848000.0,20241231.0,26560000000.0,Assets,20251231.0,10056000000.0,StockholdersEquity,20251231.0,3267000000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,10972000000.0,LongTermDebtAndCapitalLeaseObligations,20251231,2423000000.0,-0.027350562866656,-0.194820717131474,-0.0136398188079799,0.2483494987366533,0.1647241013937566,0.1974896079550085,0.2009745425616547,1.091089896579157,100.0,100.0,OK,PRESENT,20241231.0,20250220.0,0001413447-25-000019,12614000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20241231.0,3417000000.0,OperatingIncomeLoss,20241231.0,2510000000.0,NetIncomeLoss,20241231.0,2782000000.0,NetCashProvidedByUsedInOperatingActivities,20241231.0,727000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20241231.0,257848000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20241231.0,9183000000.0,StockholdersEquity,20241231.0,20231231.0,20240222.0,0001413447-24-000013,13276000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20231231.0,3661000000.0,OperatingIncomeLoss,20231231.0,2797000000.0,NetIncomeLoss,20231231.0,3513000000.0,NetCashProvidedByUsedInOperatingActivities,20231231.0,827000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20231231.0,261370000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20231231.0,8644000000.0,StockholdersEquity,20231231.0,20221231.0,20230301.0,0001413447-23-000006,13205000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20221231.0,3797000000.0,OperatingIncomeLoss,20221231.0,2787000000.0,NetIncomeLoss,20221231.0,3895000000.0,NetCashProvidedByUsedInOperatingActivities,20221231.0,1063000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20221231.0,264053000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20221231.0,7449000000.0,StockholdersEquity,20221231.0,462000000.0,ShareBasedCompensation,20251231.0,461000000.0,ShareBasedCompensation,20241231.0,0.0376558806748716,-0.0242087480529495,-0.070725644605721,-0.0506637707658337,-0.0387183382104439,0.2483494987366533,0.2708894878706199,0.2757607713166616,0.2875425975009466,0.0142201328588434,0.0391930987642932,899000000.0,PaymentsForRepurchaseOfCommonStock,20251231.0,0001413447-26-000008,1025000000.0,PaymentsOfDividendsCommonStock,20251231.0,0001413447-26-000008,,,899000000.0,,,,1025000000.0,,,1.9458874458874456,0.5071746660069273,-0.0136398188079799,1373000000.0,PaymentsForRepurchaseOfCommonStock,20241231.0,0001413447-25-000019,1038000000.0,PaymentsOfDividendsCommonStock,20241231.0,0001413447-25-000019,1053000000.0,PaymentsForRepurchaseOfCommonStock,20231231.0,0001413447-24-000013,1006000000.0,PaymentsOfDividendsCommonStock,20231231.0,0001413447-24-000013,1426000000.0,PaymentsForRepurchaseOfCommonStock,20221231.0,0001413447-23-000006,815000000.0,PaymentsOfDividendsCommonStock,20221231.0,0001413447-23-000006,,PRESENT,231.9075,58478763182.0,,2026-09-21T19:45:27+00:00,NASDAQ_PUBLIC_SCREENER,NXPI,RETRIEVAL_TIME_ONLY,PRESENT,1250000000,10972000000,,12222000000,CURRENT_PLUS_NONCURRENT=12222000000,3267000000,,,16504000000,8955000000,3.17553191489362,3.17553191489362,4.69397163120567,5.85248226950355,306000000,26560000000,,TAG,br04_label_v1.0,9.95751633986928,,,false,PARTIAL,PARTIAL,PARTIAL,BS_CLOSURE_FAILED;FSDS_FACE_ONLY;INTEREST_CASH_BASIS;LEVERAGE_ABOVE_THRESHOLD_BY_LOWER_BOUND;ROIC_DEBT_PARTIAL,OTHER,2022Q3:2026Q2,,DebtCurrent=1250000000,LongTermDebtAndCapitalLeaseObligations=10972000000,,DebtCurrent=1250000000;LongTermDebtAndCapitalLeaseObligations=10972000000,,LiabilitiesAndStockholdersEquity=26560000000;StockholdersEquity=-10056000000,InterestPaidNet=306000000,CashAndCashEquivalentsAtCarryingValue,us-gaap/2025,0001413447-26-000008,20251231,0,USD,BS,3,Cash and cash equivalents,,,,,,,,,,LiabilitiesAndStockholdersEquity,us-gaap/2025,0001413447-26-000008,20251231,0,USD,BS,39,Total liabilities and equity,InterestPaidNet,us-gaap/2025,0001413447-26-000008,20251231,4,USD,CF,49,Interest
