ticker,adsh,stmt,line,plabel,tag,version,class,value,ddate,qtrs,uom,used_as
NVDA,0001045810-26-000021,BS,21,Short-term debt,DebtCurrent,us-gaap/2025,CURRENT_DEBT_AGGREGATE,999000000,20260131,0,USD,current_debt
NVDA,0001045810-26-000021,BS,23,Long-term debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,7469000000,20260131,0,USD,long_term_debt
NVDA,0001045810-26-000021,BS,21,Short-term debt,DebtCurrent,us-gaap/2025,CURRENT_DEBT_AGGREGATE,999000000,20260131,0,USD,total_debt
NVDA,0001045810-26-000021,BS,23,Long-term debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,7469000000,20260131,0,USD,total_debt
NVDA,0001045810-26-000021,BS,24,Long-term operating lease liabilities,OperatingLeaseLiabilityNoncurrent,us-gaap/2025,OPERATING_LEASE,2572000000,20260131,0,USD,operating_lease_liabilities
NVDA,0001045810-26-000021,BS,3,Cash and cash equivalents,CashAndCashEquivalentsAtCarryingValue,us-gaap/2025,CASH,10605000000,20260131,0,USD,cash_and_equivalents
NVDA,0001045810-26-000021,BS,35,Total liabilities and shareholders' equity,LiabilitiesAndStockholdersEquity,us-gaap/2025,BALANCE_CONTROL,206803000000,20260131,0,USD,total_liabilities_and_equity
NVDA,0001045810-26-000021,BS,26,Total liabilities,Liabilities,us-gaap/2025,BALANCE_CONTROL,49510000000,20260131,0,USD,total_liabilities
NVDA,0001045810-26-000021,IS,10,Interest expense,InterestExpenseNonoperating,us-gaap/2025,GROSS_INTEREST,259000000,20260131,4,USD,interest_expense
AAPL,0000320193-25-000079,BS,21,Commercial paper,CommercialPaper,us-gaap/2025,CURRENT_DEBT,7979000000,20250930,0,USD,current_debt
AAPL,0000320193-25-000079,BS,22,Term debt,LongTermDebtCurrent,us-gaap/2025,CURRENT_DEBT,12350000000,20250930,0,USD,current_debt
AAPL,0000320193-25-000079,BS,25,Term debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,78328000000,20250930,0,USD,long_term_debt
AAPL,0000320193-25-000079,BS,21,Commercial paper,CommercialPaper,us-gaap/2025,CURRENT_DEBT,7979000000,20250930,0,USD,total_debt
AAPL,0000320193-25-000079,BS,22,Term debt,LongTermDebtCurrent,us-gaap/2025,CURRENT_DEBT,12350000000,20250930,0,USD,total_debt
AAPL,0000320193-25-000079,BS,25,Term debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,78328000000,20250930,0,USD,total_debt
AAPL,0000320193-25-000079,BS,3,Cash and cash equivalents,CashAndCashEquivalentsAtCarryingValue,us-gaap/2025,CASH,35934000000,20250930,0,USD,cash_and_equivalents
AAPL,0000320193-25-000079,BS,4,Marketable securities,MarketableSecuritiesCurrent,us-gaap/2025,STI,18763000000,20250930,0,USD,short_term_investments
AAPL,0000320193-25-000079,BS,37,Total liabilities and shareholders equity,LiabilitiesAndStockholdersEquity,us-gaap/2025,BALANCE_CONTROL,359241000000,20250930,0,USD,total_liabilities_and_equity
AAPL,0000320193-25-000079,BS,28,Total liabilities,Liabilities,us-gaap/2025,BALANCE_CONTROL,285508000000,20250930,0,USD,total_liabilities
MSFT,0000950170-25-100235,BS,20,Short-term debt,CommercialPaper,us-gaap/2024,CURRENT_DEBT,0,20250630,0,USD,current_debt
MSFT,0000950170-25-100235,BS,21,Current portion of long-term debt,LongTermDebtCurrent,us-gaap/2024,CURRENT_DEBT,2999000000,20250630,0,USD,current_debt
MSFT,0000950170-25-100235,BS,27,Long-term debt,LongTermDebtNoncurrent,us-gaap/2024,NONCURRENT_DEBT_AGGREGATE,40152000000,20250630,0,USD,long_term_debt
MSFT,0000950170-25-100235,BS,20,Short-term debt,CommercialPaper,us-gaap/2024,CURRENT_DEBT,0,20250630,0,USD,total_debt
MSFT,0000950170-25-100235,BS,21,Current portion of long-term debt,LongTermDebtCurrent,us-gaap/2024,CURRENT_DEBT,2999000000,20250630,0,USD,total_debt
MSFT,0000950170-25-100235,BS,27,Long-term debt,LongTermDebtNoncurrent,us-gaap/2024,NONCURRENT_DEBT_AGGREGATE,40152000000,20250630,0,USD,total_debt
MSFT,0000950170-25-100235,BS,31,Operating lease liabilities,OperatingLeaseLiabilityNoncurrent,us-gaap/2024,OPERATING_LEASE,17437000000,20250630,0,USD,operating_lease_liabilities
MSFT,0000950170-25-100235,BS,3,Cash and cash equivalents,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,CASH,30242000000,20250630,0,USD,cash_and_equivalents
MSFT,0000950170-25-100235,BS,4,Short-term investments,ShortTermInvestments,us-gaap/2024,STI,64323000000,20250630,0,USD,short_term_investments
MSFT,0000950170-25-100235,BS,40,Total liabilities and stockholders equity,LiabilitiesAndStockholdersEquity,us-gaap/2024,BALANCE_CONTROL,619003000000,20250630,0,USD,total_liabilities_and_equity
MSFT,0000950170-25-100235,BS,33,Total liabilities,Liabilities,us-gaap/2024,BALANCE_CONTROL,275524000000,20250630,0,USD,total_liabilities
AMZN,0001018724-26-000004,BS,20,Long-term debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,65648000000,20251231,0,USD,long_term_debt
AMZN,0001018724-26-000004,BS,20,Long-term debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,65648000000,20251231,0,USD,total_debt
AMZN,0001018724-26-000004,BS,3,Cash and cash equivalents,CashAndCashEquivalentsAtCarryingValue,us-gaap/2025,CASH,86810000000,20251231,0,USD,cash_and_equivalents
AMZN,0001018724-26-000004,BS,4,Marketable securities,MarketableSecuritiesCurrent,us-gaap/2025,STI,36219000000,20251231,0,USD,short_term_investments
AMZN,0001018724-26-000004,BS,31,Total liabilities and stockholders equity,LiabilitiesAndStockholdersEquity,us-gaap/2025,BALANCE_CONTROL,818042000000,20251231,0,USD,total_liabilities_and_equity
AMZN,0001018724-26-000004,IS,18,Interest expense,InterestExpenseNonoperating,us-gaap/2025,GROSS_INTEREST,2274000000,20251231,4,USD,interest_expense
GOOGL,0001652044-26-000018,BS,24,Long-term debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,46547000000,20251231,0,USD,long_term_debt
GOOGL,0001652044-26-000018,BS,24,Long-term debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,46547000000,20251231,0,USD,total_debt
GOOGL,0001652044-26-000018,BS,26,Operating lease liabilities,OperatingLeaseLiabilityNoncurrent,us-gaap/2025,OPERATING_LEASE,12744000000,20251231,0,USD,operating_lease_liabilities
GOOGL,0001652044-26-000018,BS,3,Cash and cash equivalents,CashAndCashEquivalentsAtCarryingValue,us-gaap/2025,CASH,30708000000,20251231,0,USD,cash_and_equivalents
GOOGL,0001652044-26-000018,BS,4,Marketable securities,MarketableSecuritiesCurrent,us-gaap/2025,STI,96135000000,20251231,0,USD,short_term_investments
GOOGL,0001652044-26-000018,BS,36,Total liabilities and stockholders equity,LiabilitiesAndStockholdersEquity,us-gaap/2025,BALANCE_CONTROL,595281000000,20251231,0,USD,total_liabilities_and_equity
GOOGL,0001652044-26-000018,BS,28,Total liabilities,Liabilities,us-gaap/2025,BALANCE_CONTROL,180016000000,20251231,0,USD,total_liabilities
AVGO,0001730168-25-000121,BS,18,Short-term debt,LongTermDebtAndCapitalLeaseObligationsCurrent,us-gaap/2024,CURRENT_DEBT_AGGREGATE,3152000000,20251031,0,USD,current_debt
AVGO,0001730168-25-000121,BS,22,Long-term debt,LongTermDebtAndCapitalLeaseObligations,us-gaap/2024,NONCURRENT_DEBT_AGGREGATE,61984000000,20251031,0,USD,long_term_debt
AVGO,0001730168-25-000121,BS,18,Short-term debt,LongTermDebtAndCapitalLeaseObligationsCurrent,us-gaap/2024,CURRENT_DEBT_AGGREGATE,3152000000,20251031,0,USD,total_debt
AVGO,0001730168-25-000121,BS,22,Long-term debt,LongTermDebtAndCapitalLeaseObligations,us-gaap/2024,NONCURRENT_DEBT_AGGREGATE,61984000000,20251031,0,USD,total_debt
AVGO,0001730168-25-000121,BS,3,Cash and cash equivalents,CashAndCashEquivalentsAtCarryingValue,us-gaap/2024,CASH,16178000000,20251031,0,USD,cash_and_equivalents
AVGO,0001730168-25-000121,BS,33,Total liabilities and stockholders equity,LiabilitiesAndStockholdersEquity,us-gaap/2024,BALANCE_CONTROL,171092000000,20251031,0,USD,total_liabilities_and_equity
AVGO,0001730168-25-000121,BS,24,Total liabilities,Liabilities,us-gaap/2024,BALANCE_CONTROL,89800000000,20251031,0,USD,total_liabilities
AVGO,0001730168-25-000121,IS,21,Interest expense,InterestExpenseNonoperating,us-gaap/2024,GROSS_INTEREST,3210000000,20251031,4,USD,interest_expense
GOOG,0001652044-26-000018,BS,24,Long-term debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,46547000000,20251231,0,USD,long_term_debt
GOOG,0001652044-26-000018,BS,24,Long-term debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,46547000000,20251231,0,USD,total_debt
GOOG,0001652044-26-000018,BS,26,Operating lease liabilities,OperatingLeaseLiabilityNoncurrent,us-gaap/2025,OPERATING_LEASE,12744000000,20251231,0,USD,operating_lease_liabilities
GOOG,0001652044-26-000018,BS,3,Cash and cash equivalents,CashAndCashEquivalentsAtCarryingValue,us-gaap/2025,CASH,30708000000,20251231,0,USD,cash_and_equivalents
GOOG,0001652044-26-000018,BS,4,Marketable securities,MarketableSecuritiesCurrent,us-gaap/2025,STI,96135000000,20251231,0,USD,short_term_investments
GOOG,0001652044-26-000018,BS,36,Total liabilities and stockholders equity,LiabilitiesAndStockholdersEquity,us-gaap/2025,BALANCE_CONTROL,595281000000,20251231,0,USD,total_liabilities_and_equity
GOOG,0001652044-26-000018,BS,28,Total liabilities,Liabilities,us-gaap/2025,BALANCE_CONTROL,180016000000,20251231,0,USD,total_liabilities
META,0001628280-26-003942,BS,21,Long-term debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,58744000000,20251231,0,USD,long_term_debt
META,0001628280-26-003942,BS,21,Long-term debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,58744000000,20251231,0,USD,total_debt
META,0001628280-26-003942,BS,20,"Operating lease liabilities, non-current",OperatingLeaseLiabilityNoncurrent,us-gaap/2025,OPERATING_LEASE,22940000000,20251231,0,USD,operating_lease_liabilities
META,0001628280-26-003942,BS,17,"Operating lease liabilities, current",OperatingLeaseLiabilityCurrent,us-gaap/2025,OPERATING_LEASE,2213000000,20251231,0,USD,operating_lease_liabilities
META,0001628280-26-003942,BS,3,Cash and cash equivalents,CashAndCashEquivalentsAtCarryingValue,us-gaap/2025,CASH,35873000000,20251231,0,USD,cash_and_equivalents
META,0001628280-26-003942,BS,4,Marketable securities,MarketableSecuritiesCurrent,us-gaap/2025,STI,45719000000,20251231,0,USD,short_term_investments
META,0001628280-26-003942,BS,32,Total liabilities and stockholders' equity,LiabilitiesAndStockholdersEquity,us-gaap/2025,BALANCE_CONTROL,366021000000,20251231,0,USD,total_liabilities_and_equity
META,0001628280-26-003942,BS,24,Total liabilities,Liabilities,us-gaap/2025,BALANCE_CONTROL,148778000000,20251231,0,USD,total_liabilities
META,0001628280-26-003942,CF,47,"Cash paid for interest, net of amounts capitalized",InterestPaidNet,us-gaap/2025,INTEREST_PAID,696000000,20251231,4,USD,interest_expense
MU,0000723125-25-000028,BS,18,Current debt,DebtCurrent,us-gaap/2025,CURRENT_DEBT_AGGREGATE,560000000,20250831,0,USD,current_debt
MU,0000723125-25-000028,BS,21,Long-term debt,LongTermDebtAndCapitalLeaseObligations,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,14017000000,20250831,0,USD,long_term_debt
MU,0000723125-25-000028,BS,18,Current debt,DebtCurrent,us-gaap/2025,CURRENT_DEBT_AGGREGATE,560000000,20250831,0,USD,total_debt
MU,0000723125-25-000028,BS,21,Long-term debt,LongTermDebtAndCapitalLeaseObligations,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,14017000000,20250831,0,USD,total_debt
MU,0000723125-25-000028,BS,22,Noncurrent operating lease liabilities,OperatingLeaseLiabilityNoncurrent,us-gaap/2025,OPERATING_LEASE,701000000,20250831,0,USD,operating_lease_liabilities
MU,0000723125-25-000028,BS,2,Cash and cash equivalents,CashAndCashEquivalentsAtCarryingValue,us-gaap/2025,CASH,9642000000,20250831,0,USD,cash_and_equivalents
MU,0000723125-25-000028,BS,3,Short-term investments,AvailableForSaleSecuritiesDebtSecuritiesCurrent,us-gaap/2025,STI,665000000,20250831,0,USD,short_term_investments
MU,0000723125-25-000028,BS,34,Total liabilities and equity,LiabilitiesAndStockholdersEquity,us-gaap/2025,BALANCE_CONTROL,82798000000,20250831,0,USD,total_liabilities_and_equity
MU,0000723125-25-000028,BS,25,Total liabilities,Liabilities,us-gaap/2025,BALANCE_CONTROL,28633000000,20250831,0,USD,total_liabilities
MU,0000723125-25-000028,IS,10,Interest expense,InterestExpenseNonoperating,us-gaap/2025,GROSS_INTEREST,477000000,20250831,4,USD,interest_expense
TSLA,0001628280-26-003952,BS,28,Current portion of debt and finance leases,LongTermDebtAndFinanceLeasesCurrent,0001628280-26-003952,CUSTOM_DEBT,1640000000,20251231,0,USD,total_debt
TSLA,0001628280-26-003952,BS,30,"Debt and finance leases, net of current portion",LongTermDebtAndFinanceLeasesNoncurrent,0001628280-26-003952,CUSTOM_DEBT,6736000000,20251231,0,USD,total_debt
TSLA,0001628280-26-003952,BS,9,Cash and cash equivalents,CashAndCashEquivalentsAtCarryingValue,us-gaap/2025,CASH,16513000000,20251231,0,USD,cash_and_equivalents
TSLA,0001628280-26-003952,BS,10,Short-term investments,ShortTermInvestments,us-gaap/2025,STI,27546000000,20251231,0,USD,short_term_investments
TSLA,0001628280-26-003952,BS,45,Total liabilities and equity,LiabilitiesAndStockholdersEquity,us-gaap/2025,BALANCE_CONTROL,137806000000,20251231,0,USD,total_liabilities_and_equity
TSLA,0001628280-26-003952,BS,33,Total liabilities,Liabilities,us-gaap/2025,BALANCE_CONTROL,54941000000,20251231,0,USD,total_liabilities
TSLA,0001628280-26-003952,IS,23,Interest expense,InterestExpenseNonoperating,us-gaap/2025,GROSS_INTEREST,338000000,20251231,4,USD,interest_expense
JPM,0001628280-26-008131,BS,26,"Short-term borrowings (included $32,460 and $26,521 at fair value)",ShortTermBorrowings,us-gaap/2025,CURRENT_DEBT,64776000000,20251231,0,USD,current_debt
JPM,0001628280-26-008131,BS,15,"Loans (included $70,684 and $41,350 at fair value)",FinancingReceivableExcludingAccruedInterestBeforeAllowanceForCreditLossesNetOfDeferredIncome,0001628280-26-008131,CUSTOM_DEBT,1493429000000,20251231,0,USD,total_debt
JPM,0001628280-26-008131,BS,42,Total liabilities and stockholders equity,LiabilitiesAndStockholdersEquity,us-gaap/2025,BALANCE_CONTROL,4424900000000,20251231,0,USD,total_liabilities_and_equity
JPM,0001628280-26-008131,BS,32,Total liabilities,Liabilities,us-gaap/2025,BALANCE_CONTROL,4062462000000,20251231,0,USD,total_liabilities
JPM,0001628280-26-008131,CF,55,Cash interest paid,InterestPaidNet,us-gaap/2025,INTEREST_PAID,96436000000,20251231,4,USD,interest_expense
BRK.B,0001193125-26-083899,BS,49,Total liabilities and shareholders' equity,LiabilitiesAndStockholdersEquity,us-gaap/2025,BALANCE_CONTROL,1222176000000,20251231,0,USD,total_liabilities_and_equity
BRK.B,0001193125-26-083899,BS,39,Total liabilities,Liabilities,us-gaap/2025,BALANCE_CONTROL,502473000000,20251231,0,USD,total_liabilities
BRK.B,0001193125-26-083899,IS,31,Interest expense,InterestExpense,us-gaap/2025,GROSS_INTEREST,5069000000,20251231,4,USD,interest_expense
LLY,0000059478-26-000013,BS,20,Short-term borrowings and current maturities of long-term debt,DebtCurrent,us-gaap/2025,CURRENT_DEBT_AGGREGATE,1635000000,20251231,0,USD,current_debt
LLY,0000059478-26-000013,BS,27,Long-term debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,40868000000,20251231,0,USD,long_term_debt
LLY,0000059478-26-000013,BS,20,Short-term borrowings and current maturities of long-term debt,DebtCurrent,us-gaap/2025,CURRENT_DEBT_AGGREGATE,1635000000,20251231,0,USD,total_debt
LLY,0000059478-26-000013,BS,27,Long-term debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,40868000000,20251231,0,USD,total_debt
LLY,0000059478-26-000013,BS,3,Cash and cash equivalents,CashAndCashEquivalentsAtCarryingValue,us-gaap/2025,CASH,7268000000,20251231,0,USD,cash_and_equivalents
LLY,0000059478-26-000013,BS,40,Total liabilities and equity,LiabilitiesAndStockholdersEquity,us-gaap/2025,BALANCE_CONTROL,112476000000,20251231,0,USD,total_liabilities_and_equity
AMD,0000002488-26-000018,BS,19,"Current portion of long-term debt, net",ShortTermBorrowings,us-gaap/2025,CURRENT_DEBT,874000000,20251231,0,USD,current_debt
AMD,0000002488-26-000018,BS,22,"Long-term debt, net of current portion",LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,2348000000,20251231,0,USD,long_term_debt
AMD,0000002488-26-000018,BS,19,"Current portion of long-term debt, net",ShortTermBorrowings,us-gaap/2025,CURRENT_DEBT,874000000,20251231,0,USD,total_debt
AMD,0000002488-26-000018,BS,22,"Long-term debt, net of current portion",LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,2348000000,20251231,0,USD,total_debt
AMD,0000002488-26-000018,BS,23,Long-term operating lease liabilities,OperatingLeaseLiabilityNoncurrent,us-gaap/2025,OPERATING_LEASE,625000000,20251231,0,USD,operating_lease_liabilities
AMD,0000002488-26-000018,BS,3,Cash and cash equivalents,CashAndCashEquivalentsAtCarryingValue,us-gaap/2025,CASH,5539000000,20251231,0,USD,cash_and_equivalents
AMD,0000002488-26-000018,BS,4,Short-term investments,ShortTermInvestments,us-gaap/2025,STI,5013000000,20251231,0,USD,short_term_investments
AMD,0000002488-26-000018,BS,34,Total liabilities and stockholders equity,LiabilitiesAndStockholdersEquity,us-gaap/2025,BALANCE_CONTROL,76926000000,20251231,0,USD,total_liabilities_and_equity
AMD,0000002488-26-000018,IS,12,Interest expense,InterestExpense,us-gaap/2025,GROSS_INTEREST,131000000,20251231,4,USD,interest_expense
JNJ,0000200406-26-000016,BS,17,Loans and notes payable,ShortTermBorrowings,us-gaap/2025,CURRENT_DEBT,8495000000,20251231,0,USD,current_debt
JNJ,0000200406-26-000016,BS,24,Long-term debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,39438000000,20251231,0,USD,long_term_debt
JNJ,0000200406-26-000016,BS,17,Loans and notes payable,ShortTermBorrowings,us-gaap/2025,CURRENT_DEBT,8495000000,20251231,0,USD,total_debt
JNJ,0000200406-26-000016,BS,24,Long-term debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,39438000000,20251231,0,USD,total_debt
JNJ,0000200406-26-000016,BS,3,Cash and cash equivalents,CashAndCashEquivalentsAtCarryingValue,us-gaap/2025,CASH,19709000000,20251231,0,USD,cash_and_equivalents
JNJ,0000200406-26-000016,BS,4,Marketable securities,MarketableSecuritiesCurrent,us-gaap/2025,STI,393000000,20251231,0,USD,short_term_investments
JNJ,0000200406-26-000016,BS,38,Total liabilities and shareholders equity,LiabilitiesAndStockholdersEquity,us-gaap/2025,BALANCE_CONTROL,199210000000,20251231,0,USD,total_liabilities_and_equity
JNJ,0000200406-26-000016,BS,29,Total liabilities,Liabilities,us-gaap/2025,BALANCE_CONTROL,117666000000,20251231,0,USD,total_liabilities
JNJ,0000200406-26-000016,IS,8,"Interest expense, net of portion capitalized",InterestExpenseNonoperating,us-gaap/2025,GROSS_INTEREST,971000000,20251231,4,USD,interest_expense
V,0001403161-25-000089,BS,32,Current maturities of debt,LongTermDebtCurrent,us-gaap/2025,CURRENT_DEBT,5569000000,20250930,0,USD,current_debt
V,0001403161-25-000089,BS,35,Long-term debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,19602000000,20250930,0,USD,long_term_debt
V,0001403161-25-000089,BS,32,Current maturities of debt,LongTermDebtCurrent,us-gaap/2025,CURRENT_DEBT,5569000000,20250930,0,USD,total_debt
V,0001403161-25-000089,BS,35,Long-term debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,19602000000,20250930,0,USD,total_debt
V,0001403161-25-000089,BS,9,Cash and cash equivalents,CashAndCashEquivalentsAtCarryingValue,us-gaap/2025,CASH,17164000000,20250930,0,USD,cash_and_equivalents
V,0001403161-25-000089,BS,53,Total liabilities and equity,LiabilitiesAndStockholdersEquity,us-gaap/2025,BALANCE_CONTROL,99627000000,20250930,0,USD,total_liabilities_and_equity
V,0001403161-25-000089,BS,38,Total liabilities,Liabilities,us-gaap/2025,BALANCE_CONTROL,61718000000,20250930,0,USD,total_liabilities
V,0001403161-25-000089,IS,21,Interest expense,InterestExpenseNonoperating,us-gaap/2025,GROSS_INTEREST,589000000,20250930,4,USD,interest_expense
MA,0001141391-26-000013,BS,30,Short-term debt,LongTermDebtCurrent,us-gaap/2025,CURRENT_DEBT,749000000,20251231,0,USD,current_debt
MA,0001141391-26-000013,BS,33,Long-term debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,18251000000,20251231,0,USD,long_term_debt
MA,0001141391-26-000013,BS,30,Short-term debt,LongTermDebtCurrent,us-gaap/2025,CURRENT_DEBT,749000000,20251231,0,USD,total_debt
MA,0001141391-26-000013,BS,33,Long-term debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,18251000000,20251231,0,USD,total_debt
MA,0001141391-26-000013,BS,9,Cash and cash equivalents,CashAndCashEquivalentsAtCarryingValue,us-gaap/2025,CASH,10566000000,20251231,0,USD,cash_and_equivalents
MA,0001141391-26-000013,BS,47,Total Liabilities and Equity,LiabilitiesAndStockholdersEquity,us-gaap/2025,BALANCE_CONTROL,54157000000,20251231,0,USD,total_liabilities_and_equity
MA,0001141391-26-000013,BS,36,Total Liabilities,Liabilities,us-gaap/2025,BALANCE_CONTROL,46411000000,20251231,0,USD,total_liabilities
MA,0001141391-26-000013,IS,12,Interest expense,InterestExpenseNonoperating,us-gaap/2025,GROSS_INTEREST,722000000,20251231,4,USD,interest_expense
WMT,0000104169-26-000055,BS,16,Short-term borrowings,ShortTermBorrowings,us-gaap/2025,CURRENT_DEBT,6596000000,20260131,0,USD,current_debt
WMT,0000104169-26-000055,BS,20,Long-term debt due within one year,LongTermDebtCurrent,us-gaap/2025,CURRENT_DEBT,3542000000,20260131,0,USD,current_debt
WMT,0000104169-26-000055,BS,24,Long-term debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,34624000000,20260131,0,USD,long_term_debt
WMT,0000104169-26-000055,BS,22,Finance lease obligations due within one year,FinanceLeaseLiabilityCurrent,us-gaap/2025,FINANCE_LEASE,856000000,20260131,0,USD,finance_lease_liabilities
WMT,0000104169-26-000055,BS,26,Long-term finance lease obligations,FinanceLeaseLiabilityNoncurrent,us-gaap/2025,FINANCE_LEASE,5905000000,20260131,0,USD,finance_lease_liabilities
WMT,0000104169-26-000055,BS,16,Short-term borrowings,ShortTermBorrowings,us-gaap/2025,CURRENT_DEBT,6596000000,20260131,0,USD,total_debt
WMT,0000104169-26-000055,BS,20,Long-term debt due within one year,LongTermDebtCurrent,us-gaap/2025,CURRENT_DEBT,3542000000,20260131,0,USD,total_debt
WMT,0000104169-26-000055,BS,24,Long-term debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,34624000000,20260131,0,USD,total_debt
WMT,0000104169-26-000055,BS,22,Finance lease obligations due within one year,FinanceLeaseLiabilityCurrent,us-gaap/2025,FINANCE_LEASE,856000000,20260131,0,USD,total_debt
WMT,0000104169-26-000055,BS,26,Long-term finance lease obligations,FinanceLeaseLiabilityNoncurrent,us-gaap/2025,FINANCE_LEASE,5905000000,20260131,0,USD,total_debt
WMT,0000104169-26-000055,BS,25,Long-term operating lease obligations,OperatingLeaseLiabilityNoncurrent,us-gaap/2025,OPERATING_LEASE,13941000000,20260131,0,USD,operating_lease_liabilities
WMT,0000104169-26-000055,BS,21,Operating lease obligations due within one year,OperatingLeaseLiabilityCurrent,us-gaap/2025,OPERATING_LEASE,1631000000,20260131,0,USD,operating_lease_liabilities
WMT,0000104169-26-000055,BS,3,Cash and cash equivalents,CashAndCashEquivalentsAtCarryingValue,us-gaap/2025,CASH,10727000000,20260131,0,USD,cash_and_equivalents
WMT,0000104169-26-000055,BS,38,"Total liabilities, redeemable noncontrolling interest, and shareholders' equity",LiabilitiesAndStockholdersEquity,us-gaap/2025,BALANCE_CONTROL,284668000000,20260131,0,USD,total_liabilities_and_equity
WMT,0000104169-26-000055,IS,10,Debt,InterestExpenseDebt,us-gaap/2025,GROSS_INTEREST,2318000000,20260131,4,USD,interest_expense
ABBV,0001551152-26-000008,BS,18,Current portion of long-term debt and finance lease obligations,LongTermDebtAndCapitalLeaseObligationsCurrent,us-gaap/2025,CURRENT_DEBT_AGGREGATE,6056000000,20251231,0,USD,current_debt
ABBV,0001551152-26-000008,BS,21,Long-term debt and finance lease obligations,LongTermDebtAndCapitalLeaseObligations,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,58941000000,20251231,0,USD,long_term_debt
ABBV,0001551152-26-000008,BS,18,Current portion of long-term debt and finance lease obligations,LongTermDebtAndCapitalLeaseObligationsCurrent,us-gaap/2025,CURRENT_DEBT_AGGREGATE,6056000000,20251231,0,USD,total_debt
ABBV,0001551152-26-000008,BS,21,Long-term debt and finance lease obligations,LongTermDebtAndCapitalLeaseObligations,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,58941000000,20251231,0,USD,total_debt
ABBV,0001551152-26-000008,BS,3,Cash and equivalents,CashAndCashEquivalentsAtCarryingValue,us-gaap/2025,CASH,5229000000,20251231,0,USD,cash_and_equivalents
ABBV,0001551152-26-000008,BS,4,Short-term investments,ShortTermInvestments,us-gaap/2025,STI,28000000,20251231,0,USD,short_term_investments
ABBV,0001551152-26-000008,BS,34,Total liabilities and equity,LiabilitiesAndStockholdersEquity,us-gaap/2025,BALANCE_CONTROL,133960000000,20251231,0,USD,total_liabilities_and_equity
ABBV,0001551152-26-000008,CF,47,"Interest paid, net of portion capitalized",InterestPaidNet,us-gaap/2025,INTEREST_PAID,3002000000,20251231,4,USD,interest_expense
INTC,0000050863-26-000011,BS,17,Short-term debt,DebtCurrent,us-gaap/2025,CURRENT_DEBT_AGGREGATE,2499000000,20251231,0,USD,current_debt
INTC,0000050863-26-000011,BS,23,Debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,44086000000,20251231,0,USD,long_term_debt
INTC,0000050863-26-000011,BS,17,Short-term debt,DebtCurrent,us-gaap/2025,CURRENT_DEBT_AGGREGATE,2499000000,20251231,0,USD,total_debt
INTC,0000050863-26-000011,BS,23,Debt,LongTermDebtNoncurrent,us-gaap/2025,NONCURRENT_DEBT_AGGREGATE,44086000000,20251231,0,USD,total_debt
INTC,0000050863-26-000011,BS,3,Cash and cash equivalents,CashAndCashEquivalentsAtCarryingValue,us-gaap/2025,CASH,14265000000,20251231,0,USD,cash_and_equivalents
