ticker,ticker_sec,name,sector,weight,cik,sic,annual_form,annual_period,annual_filed,annual_adsh,latest_10q_period,latest_10q_filed,sec_quarters_used,annual_revenue,annual_revenue_tag,annual_revenue_date,prior_revenue,prior_revenue_date,annual_net_income,annual_net_income_tag,annual_net_income_date,prior_net_income,prior_net_income_date,annual_operating_income,annual_operating_income_tag,annual_operating_income_date,prior_operating_income,prior_operating_income_date,annual_operating_cash_flow,annual_operating_cash_flow_tag,annual_operating_cash_flow_date,prior_operating_cash_flow,prior_operating_cash_flow_date,annual_capex,annual_capex_tag,annual_capex_date,prior_capex,prior_capex_date,annual_diluted_shares,annual_diluted_shares_tag,annual_diluted_shares_date,prior_diluted_shares,prior_diluted_shares_date,annual_assets,annual_assets_tag,annual_assets_date,annual_equity,annual_equity_tag,annual_equity_date,annual_cash,annual_cash_tag,annual_cash_date,annual_debt,annual_debt_tag,annual_debt_date,annual_fcf,revenue_yoy,net_income_yoy,diluted_shares_yoy,operating_margin,net_margin,fcf_margin,roe_simple,debt_to_equity,core_metric_coverage_pct,extended_metric_coverage_pct,data_quality_flags,data_status,fy_minus_1_period,fy_minus_1_filed,fy_minus_1_adsh,fy_minus_1_revenue,fy_minus_1_revenue_tag,fy_minus_1_revenue_date,fy_minus_1_operating_income,fy_minus_1_operating_income_tag,fy_minus_1_operating_income_date,fy_minus_1_net_income,fy_minus_1_net_income_tag,fy_minus_1_net_income_date,fy_minus_1_operating_cash_flow,fy_minus_1_operating_cash_flow_tag,fy_minus_1_operating_cash_flow_date,fy_minus_1_capex,fy_minus_1_capex_tag,fy_minus_1_capex_date,fy_minus_1_diluted_shares,fy_minus_1_diluted_shares_tag,fy_minus_1_diluted_shares_date,fy_minus_1_equity,fy_minus_1_equity_tag,fy_minus_1_equity_date,fy_minus_2_period,fy_minus_2_filed,fy_minus_2_adsh,fy_minus_2_revenue,fy_minus_2_revenue_tag,fy_minus_2_revenue_date,fy_minus_2_operating_income,fy_minus_2_operating_income_tag,fy_minus_2_operating_income_date,fy_minus_2_net_income,fy_minus_2_net_income_tag,fy_minus_2_net_income_date,fy_minus_2_operating_cash_flow,fy_minus_2_operating_cash_flow_tag,fy_minus_2_operating_cash_flow_date,fy_minus_2_capex,fy_minus_2_capex_tag,fy_minus_2_capex_date,fy_minus_2_diluted_shares,fy_minus_2_diluted_shares_tag,fy_minus_2_diluted_shares_date,fy_minus_2_equity,fy_minus_2_equity_tag,fy_minus_2_equity_date,fy_minus_3_period,fy_minus_3_filed,fy_minus_3_adsh,fy_minus_3_revenue,fy_minus_3_revenue_tag,fy_minus_3_revenue_date,fy_minus_3_operating_income,fy_minus_3_operating_income_tag,fy_minus_3_operating_income_date,fy_minus_3_net_income,fy_minus_3_net_income_tag,fy_minus_3_net_income_date,fy_minus_3_operating_cash_flow,fy_minus_3_operating_cash_flow_tag,fy_minus_3_operating_cash_flow_date,fy_minus_3_capex,fy_minus_3_capex_tag,fy_minus_3_capex_date,fy_minus_3_diluted_shares,fy_minus_3_diluted_shares_tag,fy_minus_3_diluted_shares_date,fy_minus_3_equity,fy_minus_3_equity_tag,fy_minus_3_equity_date,annual_sbc,annual_sbc_tag,annual_sbc_date,prior_sbc,prior_sbc_tag,prior_sbc_date,sbc_to_revenue,revenue_cagr3,opinc_cagr3,fcf_cagr3,fcf_per_share_cagr3,annual_operating_margin_history,fy_minus_1_operating_margin_history,fy_minus_2_operating_margin_history,fy_minus_3_operating_margin_history,operating_margin_std_4y,operating_margin_range_4y,market_price,market_cap,market_data_as_of,market_data_retrieved_at_utc,market_data_source,market_data_source_symbol,market_data_as_of_status,market_data_status
NEE,NEE,NEXTERA ENERGY INC,-,0.259186,753308.0,4911.0,10-K,20251231.0,20260213.0,0000753308-26-000015,20260331.0,20260423.0,2025Q3;2025Q4;2026Q1;2026Q2,,,,,,6835000000.0,NetIncomeLoss,20251231.0,6946000000.0,20241231.0,8280000000.0,OperatingIncomeLoss,20251231.0,7479000000.0,20241231.0,12485000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,13260000000.0,20241231.0,,,,,,,,,,,212721000000.0,Assets,20251231.0,54608000000.0,StockholdersEquity,20251231.0,2812000000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,93056000000.0,LongTermDebtCurrent+LongTermDebtNoncurrent,20251231+20251231,,,-0.0159804203858335,,,,,0.1251648110167008,1.70407266334603,66.7,62.5,MISSING_REVENUE;MISSING_DILUTED_SHARES,PARTIAL,20241231.0,20250214.0,0000753308-25-000011,,,,7479000000.0,OperatingIncomeLoss,20241231.0,6946000000.0,NetIncomeLoss,20241231.0,13260000000.0,NetCashProvidedByUsedInOperatingActivities,20241231.0,,,,,,,50101000000.0,StockholdersEquity,20241231.0,20231231.0,20240216.0,0000753308-24-000008,,,,10237000000.0,OperatingIncomeLoss,20231231.0,7310000000.0,NetIncomeLoss,20231231.0,11301000000.0,NetCashProvidedByUsedInOperatingActivities,20231231.0,,,,,,,47468000000.0,StockholdersEquity,20231231.0,20221231.0,20230217.0,0000753308-23-000019,,,,4081000000.0,OperatingIncomeLoss,20221231.0,4147000000.0,NetIncomeLoss,20221231.0,8262000000.0,NetCashProvidedByUsedInOperatingActivities,20221231.0,,,,,,,39229000000.0,StockholdersEquity,20221231.0,,,,,,,,,0.2659636835416812,,,,,,,,,84.06,175347328249.0,,2026-09-03T21:18:54+00:00,NASDAQ_PUBLIC_SCREENER,NEE,RETRIEVAL_TIME_ONLY,PRESENT
BLK,BLK,BLACKROCK INC,-,0.251816,2012383.0,6211.0,10-K,20251231.0,20260225.0,0001193125-26-071966,20260331.0,20260506.0,2025Q3;2025Q4;2026Q1;2026Q2,24216000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20251231.0,20407000000.0,20241231.0,5553000000.0,NetIncomeLoss,20251231.0,6369000000.0,20241231.0,7045000000.0,OperatingIncomeLoss,20251231.0,7574000000.0,20241231.0,3927000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,4956000000.0,20241231.0,375000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20251231.0,255000000.0,20241231.0,160866521.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251231.0,151615085.0,20241231.0,169998000000.0,Assets,20251231.0,55888000000.0,StockholdersEquity,20251231.0,11468000000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,12768000000.0,LongTermDebt,20251231,3552000000.0,0.1866516391434312,-0.1281205840791333,0.0610192316945243,0.2909233564585398,0.2293111992071357,0.1466798810703667,0.0993594331520183,0.2284569138276553,100.0,100.0,OK,PRESENT,20241231.0,20250225.0,0000950170-25-026584,20407000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20241231.0,7574000000.0,OperatingIncomeLoss,20241231.0,6369000000.0,NetIncomeLoss,20241231.0,4956000000.0,NetCashProvidedByUsedInOperatingActivities,20241231.0,255000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20241231.0,151615085.0,WeightedAverageNumberOfDilutedSharesOutstanding,20241231.0,47495000000.0,StockholdersEquity,20241231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307000000.0,ShareBasedCompensation,20251231.0,753000000.0,ShareBasedCompensation,20241231.0,0.0539725801123224,,,,,0.2909233564585398,0.3711471553878571,,,,,1126.15,174406016023.0,,2026-09-03T21:18:54+00:00,NASDAQ_PUBLIC_SCREENER,BLK,RETRIEVAL_TIME_ONLY,PRESENT
WELL,WELL,WELLTOWER INC,-,0.251702,766704.0,6798.0,10-K,20251231.0,20260212.0,0000766704-26-000010,20260331.0,20260429.0,2025Q3;2025Q4;2026Q1;2026Q2,8452996000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20251231.0,6027149000.0,20241231.0,961837000.0,ProfitLoss,20251231.0,972857000.0,20241231.0,,,,,,2881677000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,2256421000.0,20241231.0,,,,,,679521000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251231.0,608750000.0,20241231.0,67303047000.0,Assets,20251231.0,42129498000.0,StockholdersEquity,20251231.0,5033678000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,,,,,0.4024866483307447,-0.0113274612815655,0.1162562628336756,,0.1137865201876352,,0.0228304880347731,,100.0,75.0,OK,PRESENT,20241231.0,20250212.0,0000766704-25-000009,6027149000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20241231.0,,,,972857000.0,ProfitLoss,20241231.0,2256421000.0,NetCashProvidedByUsedInOperatingActivities,20241231.0,,,,608750000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20241231.0,31956208000.0,StockholdersEquity,20241231.0,20231231.0,20240215.0,0000766704-24-000008,4753804000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20231231.0,,,,358139000.0,ProfitLoss,20231231.0,1601861000.0,NetCashProvidedByUsedInOperatingActivities,20231231.0,,,,518701000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20231231.0,25404376000.0,StockholdersEquity,20231231.0,20221231.0,20230221.0,0000766704-23-000010,5860615000.0,Revenues,20221231.0,,,,160568000.0,ProfitLoss,20221231.0,1328708000.0,NetCashProvidedByUsedInOperatingActivities,20221231.0,,,,465158000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20221231.0,20294814000.0,StockholdersEquity,20221231.0,1556732000.0,ShareBasedCompensation,20251231.0,75821000.0,ShareBasedCompensation,20241231.0,0.184163342795856,0.1298544238246859,,,,,,,,,,241.12,173786022585.0,,2026-09-03T21:18:54+00:00,NASDAQ_PUBLIC_SCREENER,WELL,RETRIEVAL_TIME_ONLY,PRESENT
DE,DE,DEERE + CO,-,0.248301,315189.0,3523.0,10-K,20251031.0,20251218.0,0001104659-25-122321,20260430.0,20260528.0,2025Q3;2025Q4;2026Q1;2026Q2,45684000000.0,Revenues,20251031.0,51716000000.0,20241031.0,5027000000.0,NetIncomeLoss,20251031.0,7100000000.0,20241031.0,,,,,,7459000000.0,NetCashProvidedByUsedInOperatingActivities,20251031.0,9231000000.0,20241031.0,1360000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20251031.0,1640000000.0,20241031.0,271700000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251031.0,277100000.0,20241031.0,105996000000.0,Assets,20251031.0,25950000000.0,StockholdersEquity,20251031.0,8276000000.0,CashAndCashEquivalentsAtCarryingValue,20251031.0,,,,6099000000.0,-0.116637017557429,-0.2919718309859155,-0.0194875496210754,,0.1100385255231591,0.1335040714473338,0.1937186897880539,,100.0,87.5,OK,PRESENT,20241031.0,20241212.0,0001558370-24-016169,51716000000.0,Revenues,20241031.0,,,,7100000000.0,NetIncomeLoss,20241031.0,9231000000.0,NetCashProvidedByUsedInOperatingActivities,20241031.0,1640000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20241031.0,277100000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20241031.0,22836000000.0,StockholdersEquity,20241031.0,20231031.0,20231215.0,0001558370-23-019812,61251000000.0,Revenues,20231031.0,,,,10166000000.0,NetIncomeLoss,20231031.0,8589000000.0,NetCashProvidedByUsedInOperatingActivities,20231031.0,1498000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20231031.0,293600000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20231031.0,21785000000.0,StockholdersEquity,20231031.0,20221031.0,20221215.0,0001558370-22-018703,52577000000.0,Revenues,20221031.0,,,,7131000000.0,NetIncomeLoss,20221031.0,4699000000.0,NetCashProvidedByUsedInOperatingActivities,20221031.0,1134000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20221031.0,306300000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20221031.0,20262000000.0,StockholdersEquity,20221031.0,151000000.0,ShareBasedCompensation,20251031.0,208000000.0,ShareBasedCompensation,20241031.0,0.0033053147710358,-0.0457633188515637,,0.1960051040855035,0.2447596042102349,,,,,,,694.41,187230582347.0,,2026-09-03T21:18:54+00:00,NASDAQ_PUBLIC_SCREENER,DE,RETRIEVAL_TIME_ONLY,PRESENT
BA,BA,BOEING CO/THE,-,0.247248,12927.0,3721.0,10-K,20251231.0,20260130.0,0001628280-26-004357,20260331.0,20260422.0,2025Q3;2025Q4;2026Q1;2026Q2,89463000000.0,Revenues,20251231.0,66517000000.0,20241231.0,2235000000.0,NetIncomeLoss,20251231.0,-11817000000.0,20241231.0,4281000000.0,OperatingIncomeLoss,20251231.0,-10707000000.0,20241231.0,1065000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,-12080000000.0,20241231.0,2942000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20251231.0,2230000000.0,20241231.0,,,,,,168235000000.0,Assets,20251231.0,5454000000.0,StockholdersEquity,20251231.0,10921000000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,45637000000.0,LongTermDebtAndCapitalLeaseObligations,20251231,-1877000000.0,0.3449644451794278,-1.189134298045189,,0.0478521847020556,0.0249823949565742,-0.0209807406413824,0.4097909790979098,8.367620095342868,83.3,87.5,MISSING_DILUTED_SHARES,PARTIAL,20241231.0,20250203.0,0000012927-25-000015,66517000000.0,Revenues,20241231.0,-10707000000.0,OperatingIncomeLoss,20241231.0,-11817000000.0,NetIncomeLoss,20241231.0,-12080000000.0,NetCashProvidedByUsedInOperatingActivities,20241231.0,2230000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20241231.0,,,,-3908000000.0,StockholdersEquity,20241231.0,20231231.0,20240131.0,0000012927-24-000010,77794000000.0,Revenues,20231231.0,-773000000.0,OperatingIncomeLoss,20231231.0,-2222000000.0,NetIncomeLoss,20231231.0,5960000000.0,NetCashProvidedByUsedInOperatingActivities,20231231.0,1527000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20231231.0,,,,-17233000000.0,StockholdersEquity,20231231.0,20221231.0,20230127.0,0000012927-23-000007,66608000000.0,Revenues,20221231.0,-3547000000.0,OperatingIncomeLoss,20221231.0,-4935000000.0,NetIncomeLoss,20221231.0,3512000000.0,NetCashProvidedByUsedInOperatingActivities,20221231.0,1222000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20221231.0,,,,-15883000000.0,StockholdersEquity,20221231.0,426000000.0,ShareBasedCompensation,20251231.0,407000000.0,ShareBasedCompensation,20241231.0,0.0047617450789711,0.1033306630373902,,,,0.0478521847020556,-0.1609663694995264,-0.0099364989587885,-0.0532518616382416,0.0764261924865571,0.208818554201582,210.51,166380792910.0,,2026-09-03T21:18:54+00:00,NASDAQ_PUBLIC_SCREENER,BA,RETRIEVAL_TIME_ONLY,PRESENT
PFE,PFE,PFIZER INC,-,0.244725,78003.0,2834.0,10-K,20251231.0,20260226.0,0000078003-26-000026,20260331.0,20260505.0,2025Q3;2025Q4;2026Q1;2026Q2,62579000000.0,Revenues,20251231.0,63627000000.0,20241231.0,7771000000.0,NetIncomeLoss,20251231.0,8031000000.0,20241231.0,,,,,,11704000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,12744000000.0,20241231.0,2629000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20251231.0,2909000000.0,20241231.0,5713000000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251231.0,5700000000.0,20241231.0,208160000000.0,Assets,20251231.0,86476000000.0,StockholdersEquity,20251231.0,1142000000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,64638000000.0,LongTermDebtCurrent+LongTermDebtNoncurrent,20251231+20251231,9075000000.0,-0.0164709950178383,-0.0323745486240817,0.0022807017543859,,0.1241790376963518,0.1450166988925997,0.0898630833988621,0.747467505435034,100.0,100.0,OK,PRESENT,20241231.0,20250227.0,0000078003-25-000054,63627000000.0,Revenues,20241231.0,,,,8031000000.0,NetIncomeLoss,20241231.0,12744000000.0,NetCashProvidedByUsedInOperatingActivities,20241231.0,2909000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20241231.0,5700000000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20241231.0,88203000000.0,StockholdersEquity,20241231.0,20231231.0,20240222.0,0000078003-24-000039,50914000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20231231.0,,,,2119000000.0,NetIncomeLoss,20231231.0,8700000000.0,NetCashProvidedByUsedInOperatingActivities,20231231.0,3907000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20231231.0,5709000000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20231231.0,89014000000.0,StockholdersEquity,20231231.0,20221231.0,20230223.0,0000078003-23-000024,100330000000.0,Revenues,20221231.0,,,,31372000000.0,NetIncomeLoss,20221231.0,29267000000.0,NetCashProvidedByUsedInOperatingActivities,20221231.0,3236000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20221231.0,5733000000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20221231.0,95661000000.0,StockholdersEquity,20221231.0,799000000.0,ShareBasedCompensation,20251231.0,877000000.0,ShareBasedCompensation,20241231.0,0.0127678614231611,-0.1455907616196218,,-0.2961956817150133,-0.2953753484142953,,,,,,,28.81,164207596099.0,,2026-09-03T21:18:54+00:00,NASDAQ_PUBLIC_SCREENER,PFE,RETRIEVAL_TIME_ONLY,PRESENT
COP,COP,CONOCOPHILLIPS,-,0.243617,1163165.0,2911.0,10-K,20251231.0,20260217.0,0001163165-26-000009,20260331.0,20260430.0,2025Q3;2025Q4;2026Q1;2026Q2,58944000000.0,Revenues,20251231.0,54745000000.0,20241231.0,7988000000.0,NetIncomeLoss,20251231.0,9245000000.0,20241231.0,,,,,,19796000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,20124000000.0,20241231.0,,,,,,1253446000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251231.0,1180871000.0,20241231.0,121939000000.0,Assets,20251231.0,64487000000.0,StockholdersEquity,20251231.0,6497000000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,22424000000.0,LongTermDebtAndCapitalLeaseObligations,20251231,,0.0767010685907387,-0.135965386695511,0.0614588723069666,,0.1355184581976113,,0.1238699272721633,0.347728999643339,100.0,87.5,OK,PRESENT,20241231.0,20250218.0,0001163165-25-000012,54745000000.0,Revenues,20241231.0,,,,9245000000.0,NetIncomeLoss,20241231.0,20124000000.0,NetCashProvidedByUsedInOperatingActivities,20241231.0,,,,1180871000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20241231.0,64796000000.0,StockholdersEquity,20241231.0,20231231.0,20240215.0,0001163165-24-000010,56141000000.0,Revenues,20231231.0,,,,10957000000.0,NetIncomeLoss,20231231.0,19965000000.0,NetCashProvidedByUsedInOperatingActivities,20231231.0,,,,1205675000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20231231.0,49279000000.0,StockholdersEquity,20231231.0,20221231.0,20230216.0,0001163165-23-000006,78494000000.0,Revenues,20221231.0,,,,18680000000.0,NetIncomeLoss,20221231.0,28314000000.0,NetCashProvidedByUsedInOperatingActivities,20221231.0,10159000000.0,PaymentsToAcquireProductiveAssets,20221231.0,1278163000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20221231.0,48003000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,20221231.0,,,,,,,,-0.0910617473935962,,,,,,,,,,135.72,163045522650.0,,2026-09-03T21:18:54+00:00,NASDAQ_PUBLIC_SCREENER,COP,RETRIEVAL_TIME_ONLY,PRESENT
ETN,ETN,EATON CORP PLC,-,0.235551,1551182.0,3590.0,10-K,20251231.0,20260226.0,0001551182-26-000007,20260331.0,20260505.0,2025Q3;2025Q4;2026Q1;2026Q2,27448000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20251231.0,24878000000.0,20241231.0,4087000000.0,NetIncomeLoss,20251231.0,3794000000.0,20241231.0,,,,,,4472000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,4327000000.0,20241231.0,919000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20251231.0,808000000.0,20241231.0,391200000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251231.0,399400000.0,20241231.0,41251000000.0,Assets,20251231.0,19425000000.0,StockholdersEquity,20251231.0,622000000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,8758000000.0,LongTermDebtAndCapitalLeaseObligations,20251231,3553000000.0,0.1033041241257335,0.0772272008434369,-0.0205307961942914,,0.1488997376858059,0.1294447682891285,0.2103989703989704,0.4508622908622908,100.0,100.0,OK,PRESENT,20241231.0,20250227.0,0001551182-25-000006,24878000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20241231.0,,,,3794000000.0,NetIncomeLoss,20241231.0,4327000000.0,NetCashProvidedByUsedInOperatingActivities,20241231.0,808000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20241231.0,399400000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20241231.0,18488000000.0,StockholdersEquity,20241231.0,20231231.0,20240229.0,0001551182-24-000006,23196000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20231231.0,,,,3218000000.0,NetIncomeLoss,20231231.0,3624000000.0,NetCashProvidedByUsedInOperatingActivities,20231231.0,757000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20231231.0,401100000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20231231.0,19036000000.0,StockholdersEquity,20231231.0,20221231.0,20230223.0,0001551182-23-000004,20752000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20221231.0,,,,2462000000.0,NetIncomeLoss,20221231.0,2533000000.0,NetCashProvidedByUsedInOperatingActivities,20221231.0,598000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20221231.0,400800000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20221231.0,17038000000.0,StockholdersEquity,20221231.0,,,,,,,,0.0976997924793441,,0.2245355919676825,0.2344714063310042,,,,,,,397.12,154241408000.0,,2026-09-03T21:18:54+00:00,NASDAQ_PUBLIC_SCREENER,ETN,RETRIEVAL_TIME_ONLY,PRESENT
WDC,WDC,WESTERN DIGITAL CORP,-,0.234324,106040.0,3572.0,10-K,20250630.0,20250814.0,0000106040-25-000038,20260331.0,20260501.0,2025Q3;2025Q4;2026Q1;2026Q2,9520000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20250630.0,13003000000.0,20240630.0,1889000000.0,NetIncomeLoss,20250630.0,-798000000.0,20240630.0,2334000000.0,OperatingIncomeLoss,20250630.0,-317000000.0,20240630.0,1691000000.0,NetCashProvidedByUsedInOperatingActivities,20250630.0,-294000000.0,20240630.0,412000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20250630.0,487000000.0,20240630.0,,,,326000000.0,20240630.0,14002000000.0,Assets,20250630.0,5311000000.0,StockholdersEquity,20250630.0,2114000000.0,CashAndCashEquivalentsAtCarryingValue,20250630.0,4711000000.0,LongTermDebtCurrent+LongTermDebtNoncurrent,20250630+20250630,1279000000.0,0.5070444831407313,-3.3671679197994986,,0.2451680672268907,0.1984243697478991,0.1343487394957983,0.3556768970062135,0.8870269252494822,83.3,87.5,MISSING_DILUTED_SHARES,PARTIAL,20240630.0,20240820.0,0000106040-24-000031,13003000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20240630.0,-317000000.0,OperatingIncomeLoss,20240630.0,-798000000.0,NetIncomeLoss,20240630.0,-294000000.0,NetCashProvidedByUsedInOperatingActivities,20240630.0,487000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20240630.0,326000000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20240630.0,10818000000.0,StockholdersEquity,20240630.0,20230630.0,20230822.0,0000106040-23-000024,12318000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20230630.0,-1285000000.0,OperatingIncomeLoss,20230630.0,-1706000000.0,NetIncomeLoss,20230630.0,-408000000.0,NetCashProvidedByUsedInOperatingActivities,20230630.0,821000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20230630.0,318000000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20230630.0,10847000000.0,StockholdersEquity,20230630.0,20220630.0,20220825.0,0000106040-22-000055,18793000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20220630.0,2391000000.0,OperatingIncomeLoss,20220630.0,1500000000.0,NetIncomeLoss,20220630.0,1880000000.0,NetCashProvidedByUsedInOperatingActivities,20220630.0,1122000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20220630.0,316000000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20220630.0,12221000000.0,StockholdersEquity,20220630.0,265000000.0,ShareBasedCompensation,20250630.0,295000000.0,ShareBasedCompensation,20240630.0,0.0278361344537815,-0.2028373451127182,-0.0080104620794542,0.1905120062935703,,0.2451680672268907,-0.0243789894639698,-0.1043188829355414,0.1272282232746235,0.1350221617950509,0.3494869501624322,441.57,159204064642.0,,2026-09-03T21:18:54+00:00,NASDAQ_PUBLIC_SCREENER,WDC,RETRIEVAL_TIME_ONLY,PRESENT
BKNG,BKNG,BOOKING HOLDINGS INC,-,0.232851,1075531.0,4700.0,10-K,20251231.0,20260218.0,0001075531-26-000009,20260331.0,20260428.0,2025Q3;2025Q4;2026Q1;2026Q2,26917000000.0,Revenues,20251231.0,23739000000.0,20241231.0,,,,,,8825000000.0,OperatingIncomeLoss,20251231.0,7555000000.0,20241231.0,9409000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,8323000000.0,20241231.0,322000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20251231.0,429000000.0,20241231.0,32639000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251231.0,34064000.0,20241231.0,29264000000.0,Assets,20251231.0,-5578000000.0,StockholdersEquity,20251231.0,17203000000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,18736000000.0,LongTermDebtCurrent+LongTermDebtNoncurrent,20251231+20251231,9087000000.0,0.1338725304351489,,-0.0418330201972757,0.3278597169075306,,0.3375933424973065,,-3.3589100035855144,83.3,87.5,MISSING_NET_INCOME,PARTIAL,20241231.0,20250220.0,0001075531-25-000010,23739000000.0,Revenues,20241231.0,7555000000.0,OperatingIncomeLoss,20241231.0,,,,8323000000.0,NetCashProvidedByUsedInOperatingActivities,20241231.0,429000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20241231.0,34064000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20241231.0,-4020000000.0,StockholdersEquity,20241231.0,20231231.0,20240222.0,0001075531-24-000014,21365000000.0,Revenues,20231231.0,5835000000.0,OperatingIncomeLoss,20231231.0,,,,7344000000.0,NetCashProvidedByUsedInOperatingActivities,20231231.0,345000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20231231.0,36530000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20231231.0,-2744000000.0,StockholdersEquity,20231231.0,20221231.0,20230223.0,0001075531-23-000016,17090000000.0,Revenues,20221231.0,5102000000.0,OperatingIncomeLoss,20221231.0,,,,6554000000.0,NetCashProvidedByUsedInOperatingActivities,20221231.0,368000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20221231.0,40052000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20221231.0,2782000000.0,StockholdersEquity,20221231.0,613000000.0,AllocatedShareBasedCompensationExpense,20251231.0,599000000.0,AllocatedShareBasedCompensationExpense,20241231.0,0.022773711780659,0.1634869878187224,0.2003965906077609,0.1367637188673198,0.2170245114008666,0.3278597169075306,0.3182526643919289,0.2731102270067868,0.2985371562317144,0.0209503644239076,0.0547494899007438,195.13,146616876965.0,,2026-09-03T21:18:54+00:00,NASDAQ_PUBLIC_SCREENER,BKNG,RETRIEVAL_TIME_ONLY,PRESENT
