ticker,ticker_sec,name,sector,weight,cik,sic,annual_form,annual_period,annual_filed,annual_adsh,latest_10q_period,latest_10q_filed,sec_quarters_used,annual_revenue,annual_revenue_tag,annual_revenue_date,prior_revenue,prior_revenue_date,annual_net_income,annual_net_income_tag,annual_net_income_date,prior_net_income,prior_net_income_date,annual_operating_income,annual_operating_income_tag,annual_operating_income_date,prior_operating_income,prior_operating_income_date,annual_operating_cash_flow,annual_operating_cash_flow_tag,annual_operating_cash_flow_date,prior_operating_cash_flow,prior_operating_cash_flow_date,annual_capex,annual_capex_tag,annual_capex_date,prior_capex,prior_capex_date,annual_diluted_shares,annual_diluted_shares_tag,annual_diluted_shares_date,prior_diluted_shares,prior_diluted_shares_date,annual_assets,annual_assets_tag,annual_assets_date,annual_equity,annual_equity_tag,annual_equity_date,annual_cash,annual_cash_tag,annual_cash_date,annual_debt,annual_debt_tag,annual_debt_date,annual_fcf,revenue_yoy,net_income_yoy,diluted_shares_yoy,operating_margin,net_margin,fcf_margin,roe_simple,debt_to_equity,core_metric_coverage_pct,extended_metric_coverage_pct,data_quality_flags,data_status
PFE,PFE,PFIZER INC,-,0.244725,78003.0,2834.0,10-K,20251231.0,20260226.0,0000078003-26-000026,20260331.0,20260505.0,2025Q3;2025Q4;2026Q1;2026Q2,62579000000.0,Revenues,20251231.0,63627000000.0,20241231.0,7771000000.0,NetIncomeLoss,20251231.0,8031000000.0,20241231.0,,,,,,11704000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,12744000000.0,20241231.0,2629000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20251231.0,2909000000.0,20241231.0,5713000000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251231.0,5700000000.0,20241231.0,208160000000.0,Assets,20251231.0,86476000000.0,StockholdersEquity,20251231.0,1142000000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,64638000000.0,LongTermDebtCurrent+LongTermDebtNoncurrent,20251231+20251231,9075000000.0,-0.0164709950178383,-0.0323745486240817,0.0022807017543859,,0.1241790376963518,0.1450166988925997,0.0898630833988621,0.747467505435034,100.0,100.0,OK,PRESENT
COP,COP,CONOCOPHILLIPS,-,0.243617,1163165.0,2911.0,10-K,20251231.0,20260217.0,0001163165-26-000009,20260331.0,20260430.0,2025Q3;2025Q4;2026Q1;2026Q2,58944000000.0,Revenues,20251231.0,54745000000.0,20241231.0,7988000000.0,NetIncomeLoss,20251231.0,9245000000.0,20241231.0,,,,,,19796000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,20124000000.0,20241231.0,,,,,,1253446000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251231.0,1180871000.0,20241231.0,121939000000.0,Assets,20251231.0,64487000000.0,StockholdersEquity,20251231.0,6497000000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,22424000000.0,LongTermDebtAndCapitalLeaseObligations,20251231,,0.0767010685907387,-0.135965386695511,0.0614588723069666,,0.1355184581976113,,0.1238699272721633,0.347728999643339,100.0,87.5,OK,PRESENT
ETN,ETN,EATON CORP PLC,-,0.235551,1551182.0,3590.0,10-K,20251231.0,20260226.0,0001551182-26-000007,20260331.0,20260505.0,2025Q3;2025Q4;2026Q1;2026Q2,27448000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20251231.0,24878000000.0,20241231.0,4087000000.0,NetIncomeLoss,20251231.0,3794000000.0,20241231.0,,,,,,4472000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,4327000000.0,20241231.0,919000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20251231.0,808000000.0,20241231.0,391200000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251231.0,399400000.0,20241231.0,41251000000.0,Assets,20251231.0,19425000000.0,StockholdersEquity,20251231.0,622000000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,8758000000.0,LongTermDebtAndCapitalLeaseObligations,20251231,3553000000.0,0.1033041241257335,0.0772272008434369,-0.0205307961942914,,0.1488997376858059,0.1294447682891285,0.2103989703989704,0.4508622908622908,100.0,100.0,OK,PRESENT
WDC,WDC,WESTERN DIGITAL CORP,-,0.234324,106040.0,3572.0,10-K,20250630.0,20250814.0,0000106040-25-000038,20260331.0,20260501.0,2025Q3;2025Q4;2026Q1;2026Q2,9520000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20250630.0,6317000000.0,20240630.0,1889000000.0,NetIncomeLoss,20250630.0,-798000000.0,20240630.0,2334000000.0,OperatingIncomeLoss,20250630.0,-403000000.0,20240630.0,1691000000.0,NetCashProvidedByUsedInOperatingActivities,20250630.0,-294000000.0,20240630.0,412000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20250630.0,487000000.0,20240630.0,,,,,,14002000000.0,Assets,20250630.0,5311000000.0,StockholdersEquity,20250630.0,2114000000.0,CashAndCashEquivalentsAtCarryingValue,20250630.0,4711000000.0,LongTermDebtCurrent+LongTermDebtNoncurrent,20250630+20250630,1279000000.0,0.5070444831407313,-3.3671679197994986,,0.2451680672268907,0.1984243697478991,0.1343487394957983,0.3556768970062135,0.8870269252494822,83.3,87.5,MISSING_DILUTED_SHARES,PARTIAL
BKNG,BKNG,BOOKING HOLDINGS INC,-,0.232851,1075531.0,4700.0,10-K,20251231.0,20260218.0,0001075531-26-000009,20260331.0,20260428.0,2025Q3;2025Q4;2026Q1;2026Q2,26917000000.0,Revenues,20251231.0,23739000000.0,20241231.0,,,,,,8825000000.0,OperatingIncomeLoss,20251231.0,7555000000.0,20241231.0,9409000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,8323000000.0,20241231.0,322000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20251231.0,429000000.0,20241231.0,32639000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251231.0,34064000.0,20241231.0,29264000000.0,Assets,20251231.0,-5578000000.0,StockholdersEquity,20251231.0,17203000000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,18736000000.0,LongTermDebtCurrent+LongTermDebtNoncurrent,20251231+20251231,9087000000.0,0.1338725304351489,,-0.0418330201972757,0.3278597169075306,,0.3375933424973065,,-3.3589100035855144,83.3,87.5,MISSING_NET_INCOME,PARTIAL
UBER,UBER,UBER TECHNOLOGIES INC,-,0.232426,1543151.0,7389.0,10-K,20251231.0,20260213.0,0001543151-26-000015,20260331.0,20260506.0,2025Q3;2025Q4;2026Q1;2026Q2,52017000000.0,Revenues,20251231.0,43978000000.0,20241231.0,10053000000.0,NetIncomeLoss,20251231.0,9856000000.0,20241231.0,5565000000.0,OperatingIncomeLoss,20251231.0,2799000000.0,20241231.0,10099000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,7137000000.0,20241231.0,336000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20251231.0,242000000.0,20241231.0,2119689000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251231.0,2150508000.0,20241231.0,61802000000.0,Assets,20251231.0,27041000000.0,StockholdersEquity,20251231.0,7105000000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,10521000000.0,LongTermDebtNoncurrent,20251231,9763000000.0,0.1827959434262585,0.0199878246753246,-0.0143310324816275,0.1069842551473556,0.1932637407001557,0.1876886402522252,0.3717687955327096,0.3890758477866943,100.0,100.0,OK,PRESENT
NOW,NOW,SERVICENOW INC,-,0.230319,1373715.0,7372.0,10-K,20251231.0,20260129.0,0001373715-26-000007,20260331.0,20260423.0,2025Q3;2025Q4;2026Q1;2026Q2,13278000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20251231.0,10984000000.0,20241231.0,1748000000.0,NetIncomeLoss,20251231.0,1425000000.0,20241231.0,1824000000.0,OperatingIncomeLoss,20251231.0,1364000000.0,20241231.0,5444000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,4267000000.0,20241231.0,868000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20251231.0,852000000.0,20241231.0,1046691000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251231.0,1042113000.0,20241231.0,26038000000.0,Assets,20251231.0,12964000000.0,StockholdersEquity,20251231.0,3726000000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,,,,4576000000.0,0.2088492352512745,0.2266666666666665,0.0043929976883505,0.1373700858563036,0.1316463322789576,0.3446302153938846,0.1348349274915149,,100.0,87.5,OK,PRESENT
TJX,TJX,TJX COMPANIES INC,-,0.223513,109198.0,5651.0,10-K,20260131.0,20260331.0,0000109198-26-000008,20260430.0,20260529.0,2025Q3;2025Q4;2026Q1;2026Q2,,,,,,5494000000.0,NetIncomeLoss,20260131.0,4864000000.0,20250131.0,,,,,,6874000000.0,NetCashProvidedByUsedInOperatingActivities,20260131.0,6116000000.0,20250131.0,1957000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20260131.0,1918000000.0,20250131.0,1128000000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20260131.0,1142000000.0,20250131.0,35767000000.0,Assets,20260131.0,10190000000.0,StockholdersEquity,20260131.0,6230000000.0,CashAndCashEquivalentsAtCarryingValue,20260131.0,2869000000.0,LongTermDebtCurrent+LongTermDebtNoncurrent,20260131+20260131,4917000000.0,,0.1295230263157893,-0.0122591943957968,,,,0.5391560353287537,0.2815505397448479,83.3,87.5,MISSING_REVENUE,PARTIAL
VRTX,VRTX,VERTEX PHARMACEUTICALS INC,-,0.208474,875320.0,2834.0,10-K,20251231.0,20260213.0,0000875320-26-000056,20260331.0,20260505.0,2025Q3;2025Q4;2026Q1;2026Q2,12001300000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20251231.0,11020100000.0,20241231.0,3953200000.0,NetIncomeLoss,20251231.0,-535600000.0,20241231.0,4173300000.0,OperatingIncomeLoss,20251231.0,-232900000.0,20241231.0,3631400000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,-492600000.0,20241231.0,437600000.0,PaymentsToAcquirePropertyPlantAndEquipment,20251231.0,297700000.0,20241231.0,258000000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251231.0,257900000.0,20241231.0,25643000000.0,Assets,20251231.0,18665800000.0,StockholdersEquity,20251231.0,5084800000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,,,,3193800000.0,0.0890373045616645,-8.380881254667663,0.0003877471888329,0.3477373284560839,0.3293976485880696,0.2661211702065609,0.2117884044616357,,100.0,87.5,OK,PRESENT
BMY,BMY,BRISTOL MYERS SQUIBB CO,-,0.205806,14272.0,2834.0,10-K,20251231.0,20260211.0,0000014272-26-000004,20260331.0,20260430.0,2025Q3;2025Q4;2026Q1;2026Q2,48194000000.0,Revenues,20251231.0,48300000000.0,20241231.0,7054000000.0,NetIncomeLoss,20251231.0,-8948000000.0,20241231.0,,,,,,14156000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,15190000000.0,20241231.0,1311000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20251231.0,1248000000.0,20241231.0,,,,,,90038000000.0,Assets,20251231.0,18473000000.0,StockholdersEquity,20251231.0,10209000000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,42850000000.0,LongTermDebtNoncurrent,20251231,12845000000.0,-0.0021946169772256,-1.7883325882878855,,,0.1463667676474249,0.2665269535626841,0.381854598603367,2.3196015806853247,83.3,87.5,MISSING_DILUTED_SHARES,PARTIAL
NEM,NEM,NEWMONT CORP,-,0.203,1164727.0,1040.0,10-K,20251231.0,20260219.0,0001164727-26-000010,20260331.0,20260423.0,2025Q3;2025Q4;2026Q1;2026Q2,22669000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20251231.0,18682000000.0,20241231.0,7085000000.0,NetIncomeLoss,20251231.0,3348000000.0,20241231.0,,,,,,10334000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,6363000000.0,20241231.0,3035000000.0,PaymentsToAcquireProductiveAssets,20251231.0,3402000000.0,20241231.0,1108000000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251231.0,1148000000.0,20241231.0,57121000000.0,Assets,20251231.0,33867000000.0,StockholdersEquity,20251231.0,7647000000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,5115000000.0,LongTermDebtCurrent+LongTermDebtNoncurrent,20251231+20251231,7299000000.0,0.213413981372444,1.1161887694145758,-0.0348432055749129,,0.3125413560368785,0.3219815607216904,0.209200696843535,0.1510319780317122,100.0,100.0,OK,PRESENT
DHR,DHR,DANAHER CORP,-,0.202926,313616.0,3823.0,10-K,20251231.0,20260224.0,0000313616-26-000062,20260331.0,20260421.0,2025Q3;2025Q4;2026Q1;2026Q2,24568000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20251231.0,23875000000.0,20241231.0,3614000000.0,NetIncomeLoss,20251231.0,3899000000.0,20241231.0,4690000000.0,OperatingIncomeLoss,20251231.0,4863000000.0,20241231.0,6416000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,6688000000.0,20241231.0,1156000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20251231.0,1392000000.0,20241231.0,716100000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251231.0,737200000.0,20241231.0,83464000000.0,Assets,20251231.0,52534000000.0,StockholdersEquity,20251231.0,4615000000.0,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,20251231.0,18416000000.0,LongTermDebtNoncurrent,20251231,5260000000.0,0.0290261780104712,-0.0730956655552705,-0.0286218122626152,0.1908987300553565,0.1471019211983067,0.2140996418104852,0.0687935432291468,0.3505539269806221,100.0,100.0,OK,PRESENT
COF,COF,CAPITAL ONE FINANCIAL CORP,-,0.201449,927628.0,6021.0,10-K,20251231.0,20260219.0,0000927628-26-000024,20260331.0,20260507.0,2025Q3;2025Q4;2026Q1;2026Q2,,,,,,2453000000.0,NetIncomeLoss,20251231.0,4750000000.0,20241231.0,,,,,,27718000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,18159000000.0,20241231.0,1578000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20251231.0,1204000000.0,20241231.0,,,,,,669009000000.0,Assets,20251231.0,113616000000.0,StockholdersEquity,20251231.0,62093000000.0,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,20251231.0,,,,26140000000.0,,-0.483578947368421,,,,,0.0215902689762005,,66.7,62.5,MISSING_REVENUE;MISSING_DILUTED_SHARES,PARTIAL
ISRG,ISRG,INTUITIVE SURGICAL INC,-,0.201353,1035267.0,3842.0,10-K,20251231.0,20260203.0,0001035267-26-000010,20260331.0,20260422.0,2025Q3;2025Q4;2026Q1;2026Q2,10064700000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20251231.0,8352100000.0,20241231.0,2856000000.0,NetIncomeLoss,20251231.0,2322600000.0,20241231.0,2945500000.0,OperatingIncomeLoss,20251231.0,2348900000.0,20241231.0,3030500000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,2415000000.0,20241231.0,539800000.0,PaymentsToAcquireProductiveAssets,20251231.0,1111200000.0,20241231.0,362700000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251231.0,362000000.0,20241231.0,20458700000.0,Assets,20251231.0,17824000000.0,StockholdersEquity,20251231.0,3368000000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,,,,2490700000.0,0.2050502268890459,0.2296564195298371,0.0019337016574585,0.2926565123649984,0.283764046618379,0.2474688763698868,0.1602333931777378,,100.0,87.5,OK,PRESENT
PLD,PLD,PROLOGIS INC,-,0.200115,1045609.0,6798.0,10-K,20251231.0,20260213.0,0001193125-26-051453,20260331.0,20260430.0,2025Q3;2025Q4;2026Q1;2026Q2,8790127000.0,Revenues,20251231.0,8201610000.0,20241231.0,3328231000.0,NetIncomeLoss,20251231.0,3731635000.0,20241231.0,4357864000.0,OperatingIncomeLoss,20251231.0,4415920000.0,20241231.0,5008434000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,4912209000.0,20241231.0,,,,,,956832000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251231.0,953590000.0,20241231.0,98724256000.0,Assets,20251231.0,53193178000.0,StockholdersEquity,20251231.0,1145647000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,35037073000.0,LongTermDebt,20251231,,0.0717562771211994,-0.1081038204433177,0.0033997839742447,0.4957680361159742,0.3786328684443353,,0.0625687564672296,0.6586760618062715,100.0,87.5,OK,PRESENT
SPGI,SPGI,S+P GLOBAL INC,-,0.199337,64040.0,7320.0,10-K,20251231.0,20260211.0,0000064040-26-000013,20260331.0,20260428.0,2025Q3;2025Q4;2026Q1;2026Q2,15336000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20251231.0,14208000000.0,20241231.0,4471000000.0,NetIncomeLoss,20251231.0,3852000000.0,20241231.0,6478000000.0,OperatingIncomeLoss,20251231.0,5580000000.0,20241231.0,5651000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,5689000000.0,20241231.0,195000000.0,PaymentsToAcquireProductiveAssets,20251231.0,124000000.0,20241231.0,305100000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251231.0,311900000.0,20241231.0,61200000000.0,Assets,20251231.0,31127000000.0,StockholdersEquity,20251231.0,1745000000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,12370000000.0,LongTermDebtNoncurrent,20251231,5456000000.0,0.0793918918918918,0.1606957424714434,-0.0218018595703751,0.4224047991653625,0.2915362545644235,0.3557642149191445,0.1436373566357182,0.3974041828637517,100.0,100.0,OK,PRESENT
DELL,DELL,DELL TECHNOLOGIES C,-,0.19907,1571996.0,3571.0,10-K,20260131.0,20260316.0,0001571996-26-000008,20260430.0,20260609.0,2025Q3;2025Q4;2026Q1;2026Q2,113538000000.0,Revenues,20260131.0,95567000000.0,20250131.0,5936000000.0,NetIncomeLoss,20260131.0,4592000000.0,20250131.0,8149000000.0,OperatingIncomeLoss,20260131.0,6237000000.0,20250131.0,11185000000.0,NetCashProvidedByUsedInOperatingActivities,20260131.0,4521000000.0,20250131.0,2633000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20260131.0,2652000000.0,20250131.0,,,,,,101286000000.0,Assets,20260131.0,-2470000000.0,StockholdersEquity,20260131.0,11528000000.0,CashAndCashEquivalentsAtCarryingValue,20260131.0,23513000000.0,LongTermDebtNoncurrent,20260131,8552000000.0,0.1880460828528676,0.2926829268292683,,0.0717733269918441,0.0522820553471084,0.0753227994151737,-2.403238866396761,-9.519433198380566,83.3,87.5,MISSING_DILUTED_SHARES,PARTIAL
PGR,PGR,PROGRESSIVE CORP,-,0.19222,80661.0,6331.0,10-K,20251231.0,20260302.0,0000080661-26-000086,20260331.0,20260504.0,2025Q3;2025Q4;2026Q1;2026Q2,87671000000.0,Revenues,20251231.0,75372000000.0,20241231.0,11308000000.0,NetIncomeLoss,20251231.0,8480000000.0,20241231.0,,,,,,17548000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,15119000000.0,20241231.0,348000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20251231.0,285000000.0,20241231.0,588100000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251231.0,587700000.0,20241231.0,123039000000.0,Assets,20251231.0,30323000000.0,StockholdersEquity,20251231.0,138000000.0,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,20251231.0,,,,17200000000.0,0.1631773072228413,0.3334905660377358,0.0006806193636208,,0.1289822176090155,0.1961880211244311,0.3729182468753091,,100.0,87.5,OK,PRESENT
PH,PH,PARKER HANNIFIN CORP,-,0.186292,76334.0,3490.0,10-K,20250630.0,20250822.0,0000076334-25-000035,20260331.0,20260501.0,2025Q3;2025Q4;2026Q1;2026Q2,19850000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20250630.0,19930000000.0,20240630.0,3532000000.0,ProfitLoss,20250630.0,2845000000.0,20240630.0,,,,,,3776000000.0,NetCashProvidedByUsedInOperatingActivities,20250630.0,3384000000.0,20240630.0,435000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20250630.0,400000000.0,20240630.0,,,,,,29494000000.0,Assets,20250630.0,13682000000.0,StockholdersEquity,20250630.0,467000000.0,CashAndCashEquivalentsAtCarryingValue,20250630.0,7494000000.0,LongTermDebtAndCapitalLeaseObligations,20250630,3341000000.0,-0.0040140491721023,0.2414762741652021,,,0.1779345088161209,0.1683123425692695,0.2581493933635433,0.547726940505774,83.3,87.5,MISSING_DILUTED_SHARES,PARTIAL
CB,CB,CHUBB LTD,-,0.184232,896159.0,6331.0,10-K,20251231.0,20260227.0,0000896159-26-000005,20260331.0,20260428.0,2025Q3;2025Q4;2026Q1;2026Q2,59402000000.0,Revenues,20251231.0,55753000000.0,20241231.0,10310000000.0,NetIncomeLoss,20251231.0,9272000000.0,20241231.0,,,,,,12816000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,16182000000.0,20241231.0,,,,,,,,,,,272327000000.0,Assets,20251231.0,73757000000.0,StockholdersEquity,20251231.0,2470000000.0,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,20251231.0,15728000000.0,LongTermDebt,20251231,,0.0654493928577835,0.1119499568593616,,,0.1735631796909195,,0.1397833425979907,0.2132407771465759,83.3,75.0,MISSING_DILUTED_SHARES,PARTIAL
SBUX,SBUX,STARBUCKS CORP,-,0.182657,829224.0,5810.0,10-K,20250930.0,20251114.0,0000829224-25-000114,20260331.0,20260428.0,2025Q3;2025Q4;2026Q1;2026Q2,37184400000.0,Revenues,20250930.0,36176200000.0,20240930.0,1856400000.0,NetIncomeLoss,20250930.0,3760900000.0,20240930.0,2936600000.0,OperatingIncomeLoss,20250930.0,5408800000.0,20240930.0,4747500000.0,NetCashProvidedByUsedInOperatingActivities,20250930.0,6095600000.0,20240930.0,2305500000.0,PaymentsToAcquirePropertyPlantAndEquipment,20250930.0,2777500000.0,20240930.0,1139800000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20250930.0,1137300000.0,20240930.0,32019700000.0,Assets,20250930.0,-8096600000.0,StockholdersEquity,20250930.0,3219800000.0,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,20250930.0,16074800000.0,LongTermDebtCurrent+LongTermDebtNoncurrent,20250930+20250930,2442000000.0,0.0278691515416213,-0.5063947459384721,0.0021981886925173,0.0789739783350007,0.049924161745248,0.065672701455449,-0.2292814267717313,-1.9853765778227896,100.0,100.0,OK,PRESENT
CVS,CVS,CVS HEALTH CORP,-,0.180742,64803.0,5912.0,10-K,20251231.0,20260210.0,0000064803-26-000010,20260331.0,20260506.0,2025Q3;2025Q4;2026Q1;2026Q2,402067000000.0,Revenues,20251231.0,372809000000.0,20241231.0,1768000000.0,NetIncomeLoss,20251231.0,4614000000.0,20241231.0,4660000000.0,OperatingIncomeLoss,20251231.0,8516000000.0,20241231.0,10639000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,9107000000.0,20241231.0,2832000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20251231.0,2781000000.0,20241231.0,1271000000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251231.0,1262000000.0,20241231.0,253538000000.0,Assets,20251231.0,75214000000.0,StockholdersEquity,20251231.0,8453000000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,60502000000.0,LongTermDebtAndCapitalLeaseObligations,20251231,7807000000.0,0.0784798650247178,-0.6168183788469874,0.0071315372424722,0.0115901081163089,0.0043972770707369,0.0194171618163141,0.0235062621320498,0.8043981173717659,100.0,100.0,OK,PRESENT
ADBE,ADBE,ADOBE INC,-,0.178471,796343.0,7372.0,10-K,20251130.0,20260115.0,0000796343-26-000003,20260531.0,20260615.0,2025Q3;2025Q4;2026Q1;2026Q2,23769000000.0,Revenues,20251130.0,21505000000.0,20241130.0,7130000000.0,NetIncomeLoss,20251130.0,5560000000.0,20241130.0,8706000000.0,OperatingIncomeLoss,20251130.0,6741000000.0,20241130.0,10031000000.0,NetCashProvidedByUsedInOperatingActivities,20251130.0,8056000000.0,20241130.0,179000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20251130.0,183000000.0,20241130.0,427000000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20251130.0,449700000.0,20241130.0,29496000000.0,Assets,20251130.0,11623000000.0,StockholdersEquity,20251130.0,5431000000.0,CashAndCashEquivalentsAtCarryingValue,20251130.0,6210000000.0,LongTermDebt,20251130,9852000000.0,0.1052778423622413,0.2823741007194245,-0.0504780965087836,0.3662754007320459,0.2999705498758888,0.4144894610627287,0.6134388712036479,0.5342854684676933,100.0,100.0,OK,PRESENT
GLW,GLW,CORNING INC,-,0.175715,24741.0,3357.0,10-K,20251231.0,20260212.0,0000024741-26-000124,20260331.0,20260501.0,2025Q3;2025Q4;2026Q1;2026Q2,15629000000.0,Revenues,20251231.0,13118000000.0,20241231.0,1596000000.0,NetIncomeLoss,20251231.0,506000000.0,20241231.0,2279000000.0,OperatingIncomeLoss,20251231.0,1135000000.0,20241231.0,2695000000.0,NetCashProvidedByUsedInOperatingActivities,20251231.0,1939000000.0,20241231.0,,,,,,,,,,,30976000000.0,Assets,20251231.0,11807000000.0,StockholdersEquity,20251231.0,1526000000.0,CashAndCashEquivalentsAtCarryingValue,20251231.0,7630000000.0,LongTermDebtAndCapitalLeaseObligations,20251231,,0.1914163744473243,2.1541501976284585,,0.1458186704203724,0.1021178578283959,,0.1351740492927924,0.6462268146015075,83.3,75.0,MISSING_DILUTED_SHARES,PARTIAL
ACN,ACN,ACCENTURE PLC CL A,-,0.175706,1467373.0,7389.0,10-K,20250831.0,20251010.0,0001467373-25-000217,20260531.0,20260618.0,2025Q3;2025Q4;2026Q1;2026Q2,69672977000.0,Revenues,20250831.0,64896464000.0,20240831.0,7678433000.0,NetIncomeLoss,20250831.0,7264787000.0,20240831.0,10225664000.0,OperatingIncomeLoss,20250831.0,9595847000.0,20240831.0,11474399000.0,NetCashProvidedByUsedInOperatingActivities,20250831.0,9131027000.0,20240831.0,600039000.0,PaymentsToAcquirePropertyPlantAndEquipment,20250831.0,516509000.0,20240831.0,632435108.0,WeightedAverageNumberOfDilutedSharesOutstanding,20250831.0,635940044.0,20240831.0,65394897000.0,Assets,20250831.0,31195446000.0,StockholdersEquity,20250831.0,11478729000.0,CashAndCashEquivalentsAtCarryingValue,20250831.0,5034169000.0,LongTermDebtAndCapitalLeaseObligations,20250831,10874360000.0,0.0736020532644121,0.0569384897313576,-0.0055114252248597,0.1467665720671014,0.1102067592145517,0.1560771545616602,0.2461395487020765,0.1613751250743458,100.0,100.0,OK,PRESENT
MDT,MDT,MEDTRONIC PLC,-,0.175545,1613103.0,3845.0,10-K,20260430.0,20260618.0,0001628280-26-044354,20260131.0,20260224.0,2025Q3;2025Q4;2026Q1;2026Q2,36364000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,20260430.0,33537000000.0,20250430.0,4801000000.0,NetIncomeLoss,20260430.0,4662000000.0,20250430.0,6467000000.0,OperatingIncomeLoss,20260430.0,5955000000.0,20250430.0,7330000000.0,NetCashProvidedByUsedInOperatingActivities,20260430.0,7044000000.0,20250430.0,1904000000.0,PaymentsToAcquirePropertyPlantAndEquipment,20260430.0,1859000000.0,20250430.0,1288100000.0,WeightedAverageNumberOfDilutedSharesOutstanding,20260430.0,1289900000.0,20250430.0,93028000000.0,Assets,20260430.0,49463000000.0,StockholdersEquity,20260430.0,1949000000.0,CashAndCashEquivalentsAtCarryingValue,20260430.0,26173000000.0,LongTermDebtAndCapitalLeaseObligations,20260430,5426000000.0,0.0842949578077942,0.0298155298155298,-0.0013954570121714,0.177840721592784,0.1320261797382026,0.1492135078649213,0.0970624507207407,0.5291429957746194,100.0,100.0,OK,PRESENT
