ticker,name,sector,cik,annual_period,annual_filed,core_metric_coverage_pct,extended_metric_coverage_pct,data_status,data_quality_flags,history_revenue_4y,history_opinc_4y,history_fcf_4y,history_diluted_shares_4y,sbc_current_present,revenue_cagr3_present,opinc_cagr3_present,fcf_cagr3_present,fcf_per_share_cagr3_present,market_price_present,market_cap_present,market_data_present
AIG,AMERICAN INTERNATIONAL GROUP,-,5272.0,20251231.0,20260212.0,100.0,87.5,PRESENT,OK,True,False,False,True,False,True,False,False,False,True,True,True
WDAY,WORKDAY INC CLASS A,-,1327811.0,20260131.0,20260306.0,100.0,100.0,PRESENT,OK,True,True,False,True,True,True,False,False,False,True,True,True
FLEX,FLEX LTD,-,866374.0,20260331.0,20260520.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
MCHP,MICROCHIP TECHNOLOGY INC,-,827054.0,20260331.0,20260521.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
ED,CONSOLIDATED EDISON INC,-,1047862.0,20251231.0,20260219.0,100.0,87.5,PRESENT,OK,True,True,False,True,False,True,True,False,False,True,True,True
ADM,ARCHER DANIELS MIDLAND CO,-,7084.0,20251231.0,20260217.0,100.0,100.0,PRESENT,OK,True,False,True,True,True,True,False,True,True,True,True,True
FANG,DIAMONDBACK ENERGY INC,-,1539838.0,20251231.0,20260225.0,100.0,87.5,PRESENT,OK,True,True,False,True,False,True,True,False,False,True,True,True
SYY,SYSCO CORP,-,96021.0,20250630.0,20250822.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
TTWO,TAKE TWO INTERACTIVE SOFTWRE,-,946581.0,20260331.0,20260522.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,False,False,False,True,True,True
DHI,DR HORTON INC,-,882184.0,20250930.0,20251119.0,100.0,87.5,PRESENT,OK,True,False,True,True,True,True,False,True,True,True,True,True
HIG,HARTFORD INSURANCE GROUP INC,-,874766.0,20251231.0,20260220.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,False,True,False,False,True,False,True,False,True,True,True
NTAP,NETAPP INC,-,1002047.0,20260430.0,20260605.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
ODFL,OLD DOMINION FREIGHT LINE,-,878927.0,20251231.0,20260224.0,83.3,87.5,PARTIAL,MISSING_REVENUE,False,True,True,True,True,False,True,True,True,True,True,True
PEG,PUBLIC SERVICE ENTERPRISE GP,-,788784.0,20251231.0,20260226.0,100.0,100.0,PRESENT,OK,True,True,True,True,False,True,True,False,False,True,True,True
EXPE,EXPEDIA GROUP INC,-,1324424.0,20251231.0,20260213.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
KVUE,KENVUE INC,-,1944048.0,20251231.0,20260220.0,100.0,87.5,PRESENT,OK,False,False,False,False,True,False,False,False,False,True,True,True
KMB,KIMBERLY CLARK CORP,-,55785.0,20251231.0,20260212.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
UAL,UNITED AIRLINES HOLDINGS INC,-,100517.0,20251231.0,20260212.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,False,True,True,True,False,True,True,True
DXCM,DEXCOM INC,-,1093557.0,20251231.0,20260212.0,100.0,87.5,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
VMC,VULCAN MATERIALS CO,-,1396009.0,20251231.0,20260219.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
RMD,RESMED INC,-,943819.0,20250630.0,20250808.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
WEC,WEC ENERGY GROUP INC,-,783325.0,20251231.0,20260220.0,100.0,87.5,PRESENT,OK,True,True,False,True,False,True,True,False,False,True,True,True
NTRS,NORTHERN TRUST CORP,-,73124.0,20251231.0,20260224.0,100.0,87.5,PRESENT,OK,True,False,True,True,False,True,False,True,True,True,True,True
IRM,IRON MOUNTAIN INC,-,1020569.0,20251231.0,20260212.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,False,False,True,True,True
ACGL,ARCH CAPITAL GROUP LTD,-,947484.0,20251231.0,20260226.0,100.0,87.5,PRESENT,OK,True,False,True,True,True,True,False,True,True,True,True,True
MTB,M + T BANK CORP,-,36270.0,20251231.0,20260218.0,83.3,75.0,PARTIAL,MISSING_REVENUE,False,False,False,False,False,False,False,False,False,True,True,True
EQT,EQT CORP,-,33213.0,20251231.0,20260218.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
HBAN,HUNTINGTON BANCSHARES INC,-,49196.0,20251231.0,20260213.0,83.3,87.5,PARTIAL,MISSING_REVENUE,False,False,True,True,True,False,False,True,True,True,True,True
CCI,CROWN CASTLE INC,-,1051470.0,20251231.0,20260223.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
EME,EMCOR GROUP INC,-,105634.0,20251231.0,20260226.0,66.7,62.5,PARTIAL,MISSING_REVENUE;MISSING_DILUTED_SHARES,False,True,True,False,False,False,True,True,False,True,True,True
KR,KROGER CO,-,56873.0,20260131.0,20260331.0,100.0,87.5,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
GEHC,GE HEALTHCARE TECHNOLOGY,-,1932393.0,20251231.0,20260204.0,83.3,87.5,PARTIAL,MISSING_OPERATING_CASH_FLOW,False,False,False,False,True,False,False,False,False,True,True,True
ZTS,ZOETIS INC,-,1555280.0,20251231.0,20260212.0,100.0,100.0,PRESENT,OK,True,False,True,True,True,True,False,True,True,True,True,True
JBL,JABIL INC,-,898293.0,20250831.0,20251017.0,100.0,100.0,PRESENT,OK,True,True,True,True,False,True,True,True,True,True,True,True
BIIB,BIOGEN INC,-,875045.0,20251231.0,20260206.0,100.0,87.5,PRESENT,OK,True,False,True,True,True,True,False,True,True,True,True,True
WTW,WILLIS TOWERS WATSON PLC,-,1140536.0,20251231.0,20260225.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,False,False,True,True,True,False,False,True,True,True
STLD,STEEL DYNAMICS INC,-,1022671.0,20251231.0,20260227.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
CBOE,CBOE GLOBAL MARKETS INC,-,1374310.0,20251231.0,20260220.0,83.3,87.5,PARTIAL,MISSING_REVENUE,False,True,True,True,True,False,True,True,True,True,True,True
MLM,MARTIN MARIETTA MATERIALS,-,916076.0,20251231.0,20260219.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
RJF,RAYMOND JAMES FINANCIAL INC,-,720005.0,20250930.0,20251125.0,100.0,87.5,PRESENT,OK,True,False,True,True,True,True,False,False,False,True,True,True
HAL,HALLIBURTON CO,-,45012.0,20251231.0,20260206.0,83.3,87.5,PARTIAL,MISSING_REVENUE,False,True,True,True,False,False,True,True,True,True,True,True
CCL,CARNIVAL CORP LTD,-,815097.0,20251130.0,20260127.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,False,False,False,True,True,True
CTSH,COGNIZANT TECH SOLUTIONS A,-,1058290.0,20251231.0,20260212.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
ARES,ARES MANAGEMENT CORP A,-,1176948.0,20251231.0,20260225.0,83.3,62.5,PARTIAL,MISSING_DILUTED_SHARES,True,False,False,False,False,True,False,False,False,True,True,True
CNC,CENTENE CORP,-,1071739.0,20251231.0,20260217.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,False,True,True,True,True,True
EXR,EXTRA SPACE STORAGE INC,-,1289490.0,20251231.0,20260220.0,100.0,75.0,PRESENT,OK,True,True,False,True,True,True,True,False,False,True,True,True
AEE,AMEREN CORPORATION,-,1002910.0,20251231.0,20260218.0,83.3,87.5,PARTIAL,MISSING_REVENUE,False,True,True,True,True,False,True,False,False,True,True,True
CPRT,COPART INC,-,900075.0,20250731.0,20250926.0,83.3,75.0,PARTIAL,MISSING_REVENUE,False,True,True,True,True,False,True,True,True,True,True,True
PCG,P G + E CORP,-,1004980.0,20251231.0,20260212.0,100.0,100.0,PRESENT,OK,True,True,True,True,False,True,True,False,False,True,True,True
CFG,CITIZENS FINANCIAL GROUP,-,759944.0,20251231.0,20260212.0,83.3,75.0,PARTIAL,MISSING_REVENUE,False,False,False,True,True,False,False,False,False,True,True,True
ON,ON SEMICONDUCTOR,-,1097864.0,20251231.0,20260209.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
LYV,LIVE NATION ENTERTAINMENT IN,-,1335258.0,20251231.0,20260219.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
FISV,FISERV INC,-,798354.0,20251231.0,20260219.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
TDY,TELEDYNE TECHNOLOGIES INC,-,1094285.0,20251231.0,20260220.0,100.0,100.0,PRESENT,OK,True,True,True,True,False,True,True,True,True,True,True,True
MTD,METTLER TOLEDO INTERNATIONAL,-,1037646.0,20251231.0,20260206.0,100.0,100.0,PRESENT,OK,True,False,True,True,True,True,False,True,True,True,True,True
DTE,DTE ENERGY COMPANY,-,936340.0,20251231.0,20260217.0,83.3,75.0,PARTIAL,MISSING_REVENUE,False,True,False,True,False,False,True,False,False,True,True,True
VICI,VICI PROPERTIES INC,-,1705696.0,20251231.0,20260225.0,100.0,87.5,PRESENT,OK,True,False,False,True,True,True,False,False,False,True,True,True
DG,DOLLAR GENERAL CORP,-,29534.0,20260131.0,20260320.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
CASY,CASEY S GENERAL STORES INC,-,726958.0,20260430.0,20260622.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,False,True,False,True,True,False,True,False,True,True,True
ATO,ATMOS ENERGY CORP,-,731802.0,20250930.0,20251114.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,False,False,True,True,True
HPQ,HP INC,-,47217.0,20251031.0,20251210.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
IR,INGERSOLL RAND INC,-,1699150.0,20251231.0,20260217.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,False,False,True,True,True,False,False,True,True,True
OTIS,OTIS WORLDWIDE CORP,-,1781335.0,20251231.0,20260205.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
LH,LABCORP HOLDINGS INC,-,920148.0,20251231.0,20260224.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
AWK,AMERICAN WATER WORKS CO INC,-,1410636.0,20251231.0,20260218.0,83.3,87.5,PARTIAL,MISSING_REVENUE,False,True,True,True,False,False,True,False,False,True,True,True
WSM,WILLIAMS SONOMA INC,-,719955.0,20260131.0,20260326.0,100.0,87.5,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
DGX,QUEST DIAGNOSTICS INC,-,1022079.0,20251231.0,20260226.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
FICO,FAIR ISAAC CORP,-,814547.0,20250930.0,20251107.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
CPAY,CORPAY INC,-,1175454.0,20251231.0,20260227.0,100.0,87.5,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
ES,EVERSOURCE ENERGY,-,72741.0,20251231.0,20260217.0,100.0,100.0,PRESENT,OK,True,True,True,True,False,True,True,False,False,True,True,True
CINF,CINCINNATI FINANCIAL CORP,-,20286.0,20251231.0,20260223.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,False,True,False,False,True,False,True,False,True,True,True
DOV,DOVER CORP,-,29905.0,20251231.0,20260213.0,83.3,87.5,PARTIAL,MISSING_OPERATING_CASH_FLOW,True,True,True,True,True,True,True,False,False,True,True,True
XYL,XYLEM INC,-,1524472.0,20251231.0,20260225.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
HSY,HERSHEY CO/THE,-,47111.0,20251231.0,20260217.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
SYF,SYNCHRONY FINANCIAL,-,1601712.0,20251231.0,20260206.0,66.7,62.5,PARTIAL,MISSING_REVENUE;MISSING_DILUTED_SHARES,False,False,False,False,False,False,False,False,False,True,True,True
CNP,CENTERPOINT ENERGY INC,-,1130310.0,20251231.0,20260219.0,100.0,100.0,PRESENT,OK,True,True,True,True,False,True,True,False,False,True,True,True
PPL,PPL CORP,-,922224.0,20251231.0,20260220.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,False,False,True,True,True
VRSK,VERISK ANALYTICS INC,-,1442145.0,20251231.0,20260218.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
RF,REGIONS FINANCIAL CORP,-,1281761.0,20251231.0,20260224.0,83.3,75.0,PARTIAL,MISSING_REVENUE,False,False,False,True,False,False,False,False,False,True,True,True
EL,ESTEE LAUDER COMPANIES CL A,-,1001250.0,20250630.0,20250820.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,False,True,True,True,True,True
PPG,PPG INDUSTRIES INC,-,79879.0,20251231.0,20260219.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,False,True,False,True,True,False,True,False,True,True,True
Q,QNITY ELECTRONICS INC,-,2058873.0,20251231.0,20260226.0,100.0,100.0,PRESENT,OK,False,False,False,False,True,False,False,False,False,True,True,True
TPR,TAPESTRY INC,-,1116132.0,20250630.0,20250814.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
OMC,OMNICOM GROUP,-,29989.0,20251231.0,20260220.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
EXPD,EXPEDITORS INTL WASH INC,-,746515.0,20251231.0,20260225.0,100.0,87.5,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
SW,SMURFIT WESTROCK PLC,-,2005951.0,20251231.0,20260227.0,0.0,0.0,PARTIAL,MISSING_REVENUE;MISSING_NET_INCOME;MISSING_ASSETS;MISSING_EQUITY;MISSING_OPERATING_CASH_FLOW;MISSING_DILUTED_SHARES,False,False,False,False,False,False,False,False,False,True,True,True
DRI,DARDEN RESTAURANTS INC,-,940944.0,20250531.0,20250718.0,83.3,87.5,PARTIAL,MISSING_OPERATING_CASH_FLOW,True,True,False,True,True,True,True,False,False,True,True,True
VLTO,VERALTO CORP,-,1967680.0,20251231.0,20260220.0,100.0,100.0,PRESENT,OK,False,False,False,False,True,False,False,False,False,True,True,True
WST,WEST PHARMACEUTICAL SERVICES,-,105770.0,20251231.0,20260217.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
PHM,PULTEGROUP INC,-,822416.0,20251231.0,20260204.0,100.0,87.5,PRESENT,OK,True,False,True,True,True,True,False,True,True,True,True,True
HUBB,HUBBELL INC,-,48898.0,20251231.0,20260212.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,False,False,True,True,True,False,False,True,True,True
FE,FIRSTENERGY CORP,-,1031296.0,20251231.0,20260218.0,100.0,100.0,PRESENT,OK,True,True,True,True,False,True,True,False,False,True,True,True
TROW,T ROWE PRICE GROUP INC,-,1113169.0,20251231.0,20260213.0,83.3,75.0,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
VRSN,VERISIGN INC,-,1014473.0,20251231.0,20260205.0,100.0,87.5,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
CHD,CHURCH + DWIGHT CO INC,-,313927.0,20251231.0,20260212.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
EXE,EXPAND ENERGY CORP,-,895126.0,20251231.0,20260218.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
ULTA,ULTA BEAUTY INC,-,1403568.0,20260131.0,20260326.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
NRG,NRG ENERGY INC,-,1013871.0,20251231.0,20260224.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,False,False,True,True,True
FFIV,F5 INC,-,1048695.0,20250930.0,20251125.0,100.0,87.5,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
DLTR,DOLLAR TREE INC,-,935703.0,20260131.0,20260316.0,83.3,87.5,PARTIAL,MISSING_OPERATING_CASH_FLOW,True,True,True,False,True,True,True,False,False,True,True,True
STE,STERIS PLC,-,1757898.0,20260331.0,20260529.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
EFX,EQUIFAX INC,-,33185.0,20251231.0,20260219.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
IFF,INTL FLAVORS + FRAGRANCES,-,51253.0,20251231.0,20260227.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,False,False,False,True,True,True
GIS,GENERAL MILLS INC,-,40704.0,,,0.0,0.0,PARTIAL,MISSING_ANNUAL_FILING_IN_BULK_WINDOW;MISSING_REVENUE;MISSING_NET_INCOME;MISSING_ASSETS;MISSING_EQUITY;MISSING_OPERATING_CASH_FLOW;MISSING_DILUTED_SHARES,False,False,False,False,True,False,False,False,False,True,True,True
KHC,KRAFT HEINZ CO/THE,-,1637459.0,20251231.0,20260212.0,66.7,75.0,PARTIAL,MISSING_REVENUE;MISSING_DILUTED_SHARES,False,True,True,False,True,False,False,True,False,True,True,True
DOW,DOW INC,-,1751788.0,20251231.0,20260203.0,83.3,75.0,PARTIAL,MISSING_REVENUE,False,False,False,True,False,False,False,False,False,True,True,True
FSLR,FIRST SOLAR INC,-,1274494.0,20251231.0,20260224.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,False,False,False,True,True,True
PFG,PRINCIPAL FINANCIAL GROUP,-,1126328.0,20251231.0,20260218.0,83.3,75.0,PARTIAL,MISSING_DILUTED_SHARES,True,False,False,False,True,True,False,False,False,True,True,True
TPL,TEXAS PACIFIC LAND CORP,-,1811074.0,20251231.0,20260218.0,100.0,75.0,PRESENT,OK,True,True,False,True,True,True,True,False,False,True,True,True
GPN,GLOBAL PAYMENTS INC,-,1123360.0,20251231.0,20260220.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
BR,BROADRIDGE FINANCIAL SOLUTIO,-,1383312.0,20250630.0,20250805.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
FIS,FIDELITY NATIONAL INFO SERV,-,1136893.0,20251231.0,20260224.0,83.3,87.5,PARTIAL,MISSING_OPERATING_CASH_FLOW,True,True,True,True,True,True,False,False,False,True,True,True
AMCR,AMCOR PLC,-,1748790.0,20250630.0,20250815.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
BRO,BROWN + BROWN INC,-,79282.0,20251231.0,20260212.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,False,True,False,True,True,False,True,False,True,True,True
SMCI,SUPER MICRO COMPUTER INC,-,1375365.0,20250630.0,20250828.0,100.0,87.5,PRESENT,OK,True,True,True,True,True,True,True,False,False,True,True,True
CMS,CMS ENERGY CORP,-,811156.0,20251231.0,20260210.0,83.3,75.0,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,False,True,True,False,False,True,True,True
EIX,EDISON INTERNATIONAL,-,827052.0,20251231.0,20260218.0,100.0,100.0,PRESENT,OK,True,True,True,True,False,True,True,False,False,True,True,True
PKG,PACKAGING CORP OF AMERICA,-,75677.0,20251231.0,20260226.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
INCY,INCYTE CORP,-,879169.0,20251231.0,20260210.0,100.0,75.0,PRESENT,OK,True,True,True,True,True,True,True,False,False,True,True,True
SBAC,SBA COMMUNICATIONS CORP,-,1034054.0,20251231.0,20260227.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
IP,INTERNATIONAL PAPER CO,-,51434.0,20251231.0,20260227.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,False,False,False,False,False,False,False,False,False,True,True,True
SNA,SNAP ON INC,-,91440.0,20251231.0,20260212.0,100.0,87.5,PRESENT,OK,True,True,False,True,True,True,True,False,False,True,True,True
CF,CF INDUSTRIES HOLDINGS INC,-,1324404.0,20251231.0,20260225.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
WRB,WR BERKLEY CORP,-,11544.0,20251231.0,20260227.0,83.3,62.5,PARTIAL,MISSING_DILUTED_SHARES,True,False,False,False,True,True,False,False,False,True,True,True
JBHT,HUNT (JB) TRANSPRT SVCS INC,-,728535.0,20251231.0,20260224.0,83.3,87.5,PARTIAL,MISSING_REVENUE,False,True,True,True,True,False,True,True,True,True,True,True
KEY,KEYCORP,-,91576.0,20251231.0,20260223.0,83.3,87.5,PARTIAL,MISSING_REVENUE,False,False,True,True,True,False,False,True,True,True,True,True
NI,NISOURCE INC,-,1111711.0,20251231.0,20260211.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,False,False,True,True,True
CDW,CDW CORP/DE,-,1402057.0,20251231.0,20260220.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
ZBH,ZIMMER BIOMET HOLDINGS INC,-,1136869.0,20251231.0,20260220.0,100.0,100.0,PRESENT,OK,True,True,False,True,True,True,True,False,False,True,True,True
RDDT,REDDIT INC CL A,-,1713445.0,20251231.0,20260206.0,100.0,87.5,PRESENT,OK,False,False,False,False,True,False,False,False,False,True,True,True
VTRS,VIATRIS INC,-,1792044.0,20251231.0,20260226.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,False,True,True,True,True,True
LUV,SOUTHWEST AIRLINES CO,-,92380.0,20251231.0,20260205.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,False,True,True,False,False,True,True,True
EVRG,EVERGY INC,-,1711269.0,20251231.0,20260219.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,False,False,True,True,True
GPC,GENUINE PARTS CO,-,40987.0,20251231.0,20260220.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,False,False,True,True,True,False,False,False,True,True,True
TSCO,TRACTOR SUPPLY COMPANY,-,916365.0,20251231.0,20260219.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
L,LOEWS CORP,-,60086.0,20251231.0,20260210.0,100.0,100.0,PRESENT,OK,True,False,True,True,False,True,False,True,True,True,True,True
DD,DUPONT DE NEMOURS INC,-,1666700.0,20251231.0,20260217.0,83.3,87.5,PARTIAL,MISSING_OPERATING_CASH_FLOW,True,False,True,True,True,True,False,False,False,True,True,True
STZ,CONSTELLATION BRANDS INC A,-,16918.0,20260228.0,20260422.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
ESS,ESSEX PROPERTY TRUST INC,-,920522.0,20251231.0,20260220.0,100.0,75.0,PRESENT,OK,True,True,False,True,True,True,True,False,False,True,True,True
LEN,LENNAR CORP A,-,920760.0,20251130.0,20260128.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,False,False,True,False,True,False,False,True,False,True,True,True
PTC,PTC INC,-,857005.0,20250930.0,20251121.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
FTV,FORTIVE CORP,-,1659166.0,20251231.0,20260225.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
CHRW,C.H. ROBINSON WORLDWIDE INC,-,1043277.0,20251231.0,20260213.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
LDOS,LEIDOS HOLDINGS INC,-,1336920.0,20251231.0,20260217.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
J,JACOBS SOLUTIONS INC,-,52988.0,20250930.0,20251120.0,66.7,75.0,PARTIAL,MISSING_REVENUE;MISSING_DILUTED_SHARES,False,True,True,False,True,False,True,True,False,True,True,True
LNT,ALLIANT ENERGY CORP,-,352541.0,20251231.0,20260220.0,100.0,87.5,PRESENT,OK,True,True,False,True,False,True,True,False,False,True,True,True
CHTR,CHARTER COMMUNICATIONS INC A,-,1091667.0,20251231.0,20260130.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
NDSN,NORDSON CORP,-,72331.0,20251031.0,20251217.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
NVR,NVR INC,-,906163.0,20251231.0,20260211.0,100.0,87.5,PRESENT,OK,True,False,True,True,True,True,False,True,True,True,True,True
GEN,GEN DIGITAL INC,-,849399.0,20260331.0,20260521.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
IEX,IDEX CORP,-,832101.0,20251231.0,20260219.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
LYB,LYONDELLBASELL INDU CL A,-,1489393.0,20251231.0,20260220.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,False,True,False,True,True,True
ZBRA,ZEBRA TECHNOLOGIES CORP CL A,-,877212.0,20251231.0,20260212.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
WY,WEYERHAEUSER CO,-,106535.0,20251231.0,20260213.0,100.0,87.5,PRESENT,OK,True,True,False,True,True,True,True,False,False,True,True,True
BALL,BALL CORP,-,9389.0,20251231.0,20260219.0,83.3,87.5,PARTIAL,MISSING_REVENUE,False,True,True,True,False,False,False,False,False,True,True,True
KIM,KIMCO REALTY CORP,-,879101.0,20251231.0,20260220.0,100.0,75.0,PRESENT,OK,True,True,False,True,True,True,True,False,False,True,True,True
INVH,INVITATION HOMES INC,-,1687229.0,20251231.0,20260219.0,100.0,75.0,PRESENT,OK,True,False,False,True,True,True,False,False,False,True,True,True
ALB,ALBEMARLE CORP,-,915913.0,20251231.0,20260211.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,False,True,True,True,True,True
BG,BUNGE GLOBAL SA,-,1996862.0,20251231.0,20260219.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,False,False,False,False,True,False,False,False,False,True,True,True
AKAM,AKAMAI TECHNOLOGIES INC,-,1086222.0,20251231.0,20260220.0,83.3,75.0,PARTIAL,MISSING_REVENUE,False,True,True,True,True,False,True,True,True,True,True,True
BBY,BEST BUY CO INC,-,764478.0,20260131.0,20260318.0,83.3,87.5,PARTIAL,MISSING_REVENUE,False,True,True,True,True,False,True,True,True,True,True,True
TYL,TYLER TECHNOLOGIES INC,-,860731.0,20251231.0,20260218.0,83.3,75.0,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
TSN,TYSON FOODS INC CL A,-,100493.0,20250930.0,20251110.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
