ticker,name,sector,cik,annual_period,annual_filed,core_metric_coverage_pct,extended_metric_coverage_pct,data_status,data_quality_flags,history_revenue_4y,history_opinc_4y,history_fcf_4y,history_diluted_shares_4y,sbc_current_present,revenue_cagr3_present,opinc_cagr3_present,fcf_cagr3_present,fcf_per_share_cagr3_present,market_price_present,market_cap_present,market_data_present
LOW,LOWE S COS INC,-,60667.0,20260131.0,20260323.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
ADP,AUTOMATIC DATA PROCESSING,-,8670.0,20250630.0,20250806.0,100.0,87.5,PRESENT,OK,True,False,False,True,True,True,False,False,False,True,True,True
MO,ALTRIA GROUP INC,-,764180.0,20251231.0,20260225.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,False,True,True,True,False,True,True,True
LMT,LOCKHEED MARTIN CORP,-,936468.0,20251231.0,20260129.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
SYK,STRYKER CORP,-,310764.0,20251231.0,20260211.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
BNY,BANK OF NEW YORK MELLON CORP,-,1390777.0,20251231.0,20260225.0,83.3,87.5,PARTIAL,MISSING_REVENUE,False,False,True,True,False,False,False,True,True,True,True,True
FCX,FREEPORT MCMORAN INC,-,831259.0,20251231.0,20260213.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
MPC,MARATHON PETROLEUM CORP,-,1510295.0,20251231.0,20260226.0,100.0,100.0,PRESENT,OK,True,True,True,True,False,True,True,True,True,True,True,True
VLO,VALERO ENERGY CORP,-,1035002.0,20251231.0,20260225.0,83.3,75.0,PARTIAL,MISSING_REVENUE,False,True,False,True,False,False,True,False,False,True,True,True
FTNT,FORTINET INC,-,1262039.0,20251231.0,20260225.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
BX,BLACKSTONE INC,-,1393818.0,20251231.0,20260227.0,100.0,87.5,PRESENT,OK,True,False,True,True,True,True,False,True,True,True,True,True
MCK,MCKESSON CORP,-,927653.0,20260331.0,20260508.0,100.0,100.0,PRESENT,OK,True,True,True,True,False,True,True,True,True,True,True,True
CME,CME GROUP INC,-,1156375.0,20251231.0,20260226.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
EQIX,EQUINIX INC,-,1101239.0,20251231.0,20260211.0,100.0,75.0,PRESENT,OK,True,True,False,True,True,True,True,False,False,True,True,True
INTU,INTUIT INC,-,896878.0,20250731.0,20250903.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
VRT,VERTIV HOLDINGS CO A,-,1674101.0,20251231.0,20260213.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,False,False,True,True,True
SO,SOUTHERN CO/THE,-,92122.0,20251231.0,20260219.0,100.0,100.0,PRESENT,OK,True,True,True,True,False,True,True,False,False,True,True,True
PSX,PHILLIPS 66,-,1534701.0,20251231.0,20260220.0,100.0,87.5,PRESENT,OK,True,False,False,True,False,True,False,False,False,True,True,True
TT,TRANE TECHNOLOGIES PLC,-,1466258.0,20251231.0,20260205.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
HWM,HOWMET AEROSPACE INC,-,4281.0,20251231.0,20260212.0,100.0,100.0,PRESENT,OK,True,True,True,True,False,True,True,True,True,True,True,True
PNC,PNC FINANCIAL SERVICES GROUP,-,713676.0,20251231.0,20260220.0,100.0,87.5,PRESENT,OK,True,False,False,True,False,True,False,False,False,True,True,True
USB,US BANCORP,-,36104.0,20251231.0,20260223.0,83.3,75.0,PARTIAL,MISSING_REVENUE,False,False,False,True,False,False,False,False,False,True,True,True
CMCSA,COMCAST CORP CLASS A,-,1166691.0,20251231.0,20260203.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
GD,GENERAL DYNAMICS CORP,-,40533.0,20251231.0,20260130.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
CSX,CSX CORP,-,277948.0,20251231.0,20260212.0,100.0,100.0,PRESENT,OK,True,True,True,True,False,True,True,True,True,True,True,True
CDNS,CADENCE DESIGN SYS INC,-,813672.0,20251231.0,20260219.0,100.0,87.5,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
DUK,DUKE ENERGY CORP,-,1326160.0,20251231.0,20260226.0,83.3,87.5,PARTIAL,MISSING_REVENUE,False,True,True,True,False,False,True,False,False,True,True,True
WMB,WILLIAMS COS INC,-,107263.0,20251231.0,20260224.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
MRSH,MARSH + MCLENNAN COS,-,62709.0,20251231.0,20260209.0,100.0,100.0,PRESENT,OK,False,True,True,True,True,False,True,True,True,True,True,True
PWR,QUANTA SERVICES INC,-,1050915.0,20251231.0,20260219.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
ICE,INTERCONTINENTAL EXCHANGE IN,-,1571949.0,20251231.0,20260205.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
SLB,SLB LTD,-,87347.0,20251231.0,20260123.0,100.0,100.0,PRESENT,OK,True,False,True,True,True,True,False,True,True,True,True,True
MMM,3M CO,-,66740.0,20251231.0,20260203.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
CEG,CONSTELLATION ENERGY,-,1868275.0,20251231.0,20260224.0,83.3,87.5,PARTIAL,MISSING_REVENUE,True,True,True,True,False,False,True,False,False,True,True,True
DASH,DOORDASH INC A,-,1792789.0,20251231.0,20260218.0,100.0,87.5,PRESENT,OK,True,True,True,True,True,True,False,True,True,True,True,True
EMR,EMERSON ELECTRIC CO,-,32604.0,20250930.0,20251110.0,100.0,100.0,PRESENT,OK,True,False,True,True,True,True,False,True,True,True,True,True
ELV,ELEVANCE HEALTH INC,-,1156039.0,20251231.0,20260206.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,False,True,False,True,True,False,True,False,True,True,True
JCI,JOHNSON CONTROLS INTERNATION,-,833444.0,20250930.0,20251114.0,66.7,75.0,PARTIAL,MISSING_OPERATING_CASH_FLOW;MISSING_DILUTED_SHARES,True,False,False,False,True,True,False,False,False,True,True,True
SNPS,SYNOPSYS INC,-,883241.0,20251031.0,20251222.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
TMUS,T MOBILE US INC,-,1283699.0,20251231.0,20260211.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
APP,APPLOVIN CORP CLASS A,-,1751008.0,20251231.0,20260219.0,100.0,87.5,PRESENT,OK,True,True,True,True,True,True,False,False,False,True,True,True
HOOD,ROBINHOOD MARKETS INC A,-,1783879.0,20251231.0,20260218.0,100.0,75.0,PRESENT,OK,True,False,True,True,True,True,False,False,False,True,True,True
AMT,AMERICAN TOWER CORP,-,1053507.0,20251231.0,20260224.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
WM,WASTE MANAGEMENT INC,-,823768.0,20251231.0,20260209.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
MSI,MOTOROLA SOLUTIONS INC,-,68505.0,20251231.0,20260212.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
REGN,REGENERON PHARMACEUTICALS,-,872589.0,20251231.0,20260204.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
MDLZ,MONDELEZ INTERNATIONAL INC A,-,1103982.0,20251231.0,20260204.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
DDOG,DATADOG INC CLASS A,-,1561550.0,20251231.0,20260218.0,100.0,87.5,PRESENT,OK,True,True,True,True,True,True,False,True,True,True,True,True
CMI,CUMMINS INC,-,26172.0,20251231.0,20260210.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,False,True,True,True,False,True,True,True
GM,GENERAL MOTORS CO,-,1467858.0,20251231.0,20260127.0,100.0,87.5,PRESENT,OK,True,True,True,True,False,True,True,True,True,True,True,True
UPS,UNITED PARCEL SERVICE CL B,-,1090727.0,20251231.0,20260217.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
TRV,TRAVELERS COS INC/THE,-,86312.0,20251231.0,20260212.0,100.0,75.0,PRESENT,OK,True,False,False,True,False,True,False,False,False,True,True,True
SHW,SHERWIN WILLIAMS CO/THE,-,89800.0,20251231.0,20260219.0,100.0,100.0,PRESENT,OK,True,False,True,True,True,True,False,True,True,True,True,True
EOG,EOG RESOURCES INC,-,821189.0,20251231.0,20260224.0,100.0,87.5,PRESENT,OK,True,True,False,True,True,True,True,False,False,True,True,True
NSC,NORFOLK SOUTHERN CORP,-,702165.0,20251231.0,20260209.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,False,True,True,True,False,True,True,True
ABNB,AIRBNB INC CLASS A,-,1559720.0,20251231.0,20260212.0,100.0,87.5,PRESENT,OK,True,True,True,True,True,True,True,False,False,True,True,True
KKR,KKR + CO INC,-,1404912.0,20251231.0,20260227.0,83.3,62.5,PARTIAL,MISSING_DILUTED_SHARES,True,False,False,False,True,True,False,False,False,True,True,True
MCO,MOODY S CORP,-,1059556.0,20251231.0,20260218.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
MAR,MARRIOTT INTERNATIONAL CL A,-,1048286.0,20251231.0,20260210.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
ROST,ROSS STORES INC,-,745732.0,20260131.0,20260331.0,100.0,100.0,PRESENT,OK,True,False,True,True,True,True,False,True,True,True,True,True
ORLY,O REILLY AUTOMOTIVE INC,-,898173.0,20251231.0,20260227.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
CI,THE CIGNA GROUP,-,1739940.0,20251231.0,20260226.0,83.3,75.0,PARTIAL,MISSING_DILUTED_SHARES,True,True,False,False,False,True,True,False,False,True,True,True
TGT,TARGET CORP,-,27419.0,20260131.0,20260311.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,False,False,True,True,True
ITW,ILLINOIS TOOL WORKS,-,49826.0,20251231.0,20260213.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
NOC,NORTHROP GRUMMAN CORP,-,1133421.0,20251231.0,20260127.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
HLT,HILTON WORLDWIDE HOLDINGS IN,-,1585689.0,20251231.0,20260211.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
CL,COLGATE PALMOLIVE CO,-,21665.0,20251231.0,20260223.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
FDX,FEDEX CORP,-,1048911.0,20250531.0,20250721.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
BSX,BOSTON SCIENTIFIC CORP,-,885725.0,20251231.0,20260217.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
ECL,ECOLAB INC,-,31462.0,20251231.0,20260223.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
LITE,LUMENTUM HOLDINGS INC,-,1633978.0,20250630.0,20250819.0,83.3,87.5,PARTIAL,MISSING_REVENUE,False,True,True,True,True,False,False,False,False,True,True,True
WBD,WARNER BROS DISCOVERY INC,-,1437107.0,20251231.0,20260227.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,False,True,True,True,True,True
HPE,HEWLETT PACKARD ENTERPRISE,-,1645590.0,20251031.0,20251218.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,False,True,True,True,True,True
APD,AIR PRODUCTS + CHEMICALS INC,-,2969.0,20250930.0,20251120.0,83.3,87.5,PARTIAL,MISSING_OPERATING_CASH_FLOW,True,True,False,True,True,True,False,False,False,True,True,True
SPG,SIMON PROPERTY GROUP INC,-,1063761.0,20251231.0,20260225.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,False,True,True,True,False,True,True,True
AON,AON PLC CLASS A,-,315293.0,20251231.0,20260213.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
CTAS,CINTAS CORP,-,723254.0,20250531.0,20250728.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
HON,HONEYWELL INTERNATIONAL INC,-,773840.0,20251231.0,20260217.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,False,True,False,True,True,False,True,False,True,True,True
AJG,ARTHUR J GALLAGHER + CO,-,354190.0,20251231.0,20260217.0,83.3,75.0,PARTIAL,MISSING_DILUTED_SHARES,True,False,False,False,True,True,False,False,False,True,True,True
RCL,ROYAL CARIBBEAN CRUISES LTD,-,884887.0,20251231.0,20260211.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,False,False,False,True,True,True
AEP,AMERICAN ELECTRIC POWER,-,4904.0,20251231.0,20260212.0,100.0,100.0,PRESENT,OK,True,True,False,True,False,True,True,False,False,True,True,True
ALL,ALLSTATE CORP,-,899051.0,20251231.0,20260220.0,100.0,100.0,PRESENT,OK,True,False,True,True,False,True,False,True,True,True,True,True
MNST,MONSTER BEVERAGE CORP,-,865752.0,20251231.0,20260227.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
TDG,TRANSDIGM GROUP INC,-,1260221.0,20250930.0,20251112.0,100.0,100.0,PRESENT,OK,True,True,True,True,False,True,True,True,True,True,True,True
PCAR,PACCAR INC,-,75362.0,20251231.0,20260218.0,100.0,87.5,PRESENT,OK,True,False,True,True,False,True,False,True,True,True,True,True
URI,UNITED RENTALS INC,-,1067701.0,20251231.0,20260128.0,83.3,75.0,PARTIAL,MISSING_DILUTED_SHARES,True,True,False,False,True,True,True,False,False,True,True,True
DLR,DIGITAL REALTY TRUST INC,-,1297996.0,20251231.0,20260213.0,100.0,75.0,PRESENT,OK,True,True,False,True,False,True,True,False,False,True,True,True
HCA,HCA HEALTHCARE INC,-,860730.0,20251231.0,20260210.0,100.0,100.0,PRESENT,OK,True,False,True,True,True,True,False,True,True,True,True,True
KMI,KINDER MORGAN INC,-,1506307.0,20251231.0,20260213.0,100.0,100.0,PRESENT,OK,True,True,True,True,False,True,True,True,True,True,True,True
BKR,BAKER HUGHES CO,-,1701605.0,20251231.0,20260205.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,False,True,False,True,True,True
TRGP,TARGA RESOURCES CORP,-,1389170.0,20251231.0,20260219.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
CRH,CRH PLC,-,849395.0,20251231.0,20260218.0,100.0,100.0,PRESENT,OK,False,False,False,False,True,False,False,False,False,True,True,True
APO,APOLLO GLOBAL MANAGEMENT INC,-,1858681.0,20251231.0,20260225.0,100.0,87.5,PRESENT,OK,True,False,False,True,True,True,False,False,False,True,True,True
COR,CENCORA INC,-,1140859.0,20250930.0,20251125.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
MPWR,MONOLITHIC POWER SYSTEMS INC,-,1280452.0,20251231.0,20260227.0,100.0,87.5,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
TFC,TRUIST FINANCIAL CORP,-,92230.0,20251231.0,20260224.0,83.3,75.0,PARTIAL,MISSING_REVENUE,False,False,True,True,False,False,False,False,False,True,True,True
OKE,ONEOK INC,-,1039684.0,20251231.0,20260224.0,100.0,100.0,PRESENT,OK,True,True,True,True,False,True,True,True,True,True,True,True
TEL,TE CONNECTIVITY PLC,-,1385157.0,20250930.0,20251110.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
D,DOMINION ENERGY INC,-,715957.0,20251231.0,20260223.0,83.3,75.0,PARTIAL,MISSING_DILUTED_SHARES,True,True,False,False,False,True,True,False,False,True,True,True
O,REALTY INCOME CORP,-,726728.0,20251231.0,20260225.0,100.0,75.0,PRESENT,OK,True,False,False,True,True,True,False,False,False,True,True,True
GWW,WW GRAINGER INC,-,277135.0,20251231.0,20260219.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
NUE,NUCOR CORP,-,73309.0,20251231.0,20260225.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,False,True,False,True,True,False,False,False,True,True,True
NXPI,NXP SEMICONDUCTORS NV,-,1413447.0,20251231.0,20260219.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
FAST,FASTENAL CO,-,815556.0,20251231.0,20260205.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
CTVA,CORTEVA INC,-,1755672.0,20251231.0,20260212.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,False,True,False,False,True,False,True,False,True,True,True
DVN,DEVON ENERGY CORP,-,1090012.0,20251231.0,20260218.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,False,False,False,True,True,False,False,False,True,True,True
KEYS,KEYSIGHT TECHNOLOGIES IN,-,1601046.0,20251031.0,20251217.0,100.0,100.0,PRESENT,OK,False,True,True,True,True,False,True,True,True,True,True,True
CAH,CARDINAL HEALTH INC,-,721371.0,20250630.0,20250812.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,False,True,True,True,True,True
TER,TERADYNE INC,-,97210.0,20251231.0,20260219.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
ADSK,AUTODESK INC,-,769397.0,20260131.0,20260303.0,100.0,87.5,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
F,FORD MOTOR CO,-,37996.0,20251231.0,20260211.0,100.0,87.5,PRESENT,OK,True,True,True,True,True,True,False,False,False,True,True,True
COHR,COHERENT CORP,-,820318.0,20250630.0,20250815.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,False,True,False,True,True,False,True,False,True,True,True
FIX,COMFORT SYSTEMS USA INC,-,1035983.0,20251231.0,20260219.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
CIEN,CIENA CORP,-,936395.0,20251031.0,20251212.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,False,False,True,True,True
AME,AMETEK INC,-,1037868.0,20251231.0,20260217.0,100.0,100.0,PRESENT,OK,False,True,True,True,True,False,True,True,True,True,True,True
SRE,SEMPRA,-,1032208.0,20251231.0,20260226.0,83.3,87.5,PARTIAL,MISSING_REVENUE,False,False,True,True,True,False,False,False,False,True,True,True
AFL,AFLAC INC,-,4977.0,20251231.0,20260225.0,100.0,75.0,PRESENT,OK,True,False,False,True,False,True,False,False,False,True,True,True
STT,STATE STREET CORP,-,93751.0,20251231.0,20260219.0,100.0,87.5,PRESENT,OK,True,False,True,True,False,True,False,True,True,True,True,True
CVNA,CARVANA CO,-,1690820.0,20251231.0,20260218.0,100.0,100.0,PRESENT,OK,True,False,True,True,True,True,False,False,False,True,True,True
EW,EDWARDS LIFESCIENCES CORP,-,1099800.0,20251231.0,20260225.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
BDX,BECTON DICKINSON AND CO,-,10795.0,20250930.0,20251125.0,66.7,75.0,PARTIAL,MISSING_OPERATING_CASH_FLOW;MISSING_DILUTED_SHARES,True,True,False,False,True,True,True,False,False,True,True,True
PSA,PUBLIC STORAGE,-,1393311.0,20251231.0,20260212.0,100.0,87.5,PRESENT,OK,True,False,False,True,True,True,False,False,False,True,True,True
MET,METLIFE INC,-,1099219.0,20251231.0,20260219.0,83.3,75.0,PARTIAL,MISSING_DILUTED_SHARES,True,False,False,False,False,True,False,False,False,True,True,True
DAL,DELTA AIR LINES INC,-,27904.0,20251231.0,20260211.0,83.3,75.0,PARTIAL,MISSING_DILUTED_SHARES,True,True,False,False,False,True,True,False,False,True,True,True
HONA,HONEYWELL AEROSPACE INC,-,2089271.0,,,0.0,0.0,PARTIAL,MISSING_ANNUAL_FILING_IN_BULK_WINDOW;MISSING_REVENUE;MISSING_NET_INCOME;MISSING_ASSETS;MISSING_EQUITY;MISSING_OPERATING_CASH_FLOW;MISSING_DILUTED_SHARES,False,False,False,False,False,False,False,False,False,True,True,True
AMP,AMERIPRISE FINANCIAL INC,-,820027.0,20251231.0,20260219.0,83.3,75.0,PARTIAL,MISSING_DILUTED_SHARES,True,False,True,False,True,True,False,True,False,True,True,True
LHX,L3HARRIS TECHNOLOGIES INC,-,202058.0,20251231.0,20260212.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,False,True,False,True,True,False,True,False,True,True,True
MRNA,MODERNA INC,-,1682852.0,20251231.0,20260220.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,False,False,False,True,True,True
AZO,AUTOZONE INC,-,866787.0,20250831.0,20251027.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
CMG,CHIPOTLE MEXICAN GRILL INC,-,1058090.0,20251231.0,20260204.0,100.0,87.5,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
ETR,ENTERGY CORP,-,65984.0,20251231.0,20260219.0,100.0,100.0,PRESENT,OK,True,True,True,True,False,True,True,False,False,True,True,True
FITB,FIFTH THIRD BANCORP,-,35527.0,20251231.0,20260224.0,83.3,87.5,PARTIAL,MISSING_REVENUE,False,False,True,True,True,False,False,True,True,True,True,True
WAB,WABTEC CORP,-,943452.0,20251231.0,20260213.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
VMRK,VIVMARK RESIDENTIAL,-,906107.0,20251231.0,20260213.0,83.3,62.5,PARTIAL,MISSING_REVENUE,False,True,False,True,True,False,False,False,False,True,True,True
XEL,XCEL ENERGY INC,-,72903.0,20251231.0,20260225.0,83.3,87.5,PARTIAL,MISSING_REVENUE,False,True,True,True,True,False,True,False,False,True,True,True
ROK,ROCKWELL AUTOMATION INC,-,1024478.0,20250930.0,20251112.0,100.0,100.0,PRESENT,OK,True,False,True,True,True,True,False,True,True,True,True,True
PYPL,PAYPAL HOLDINGS INC,-,1633917.0,20251231.0,20260203.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
GRMN,GARMIN LTD,-,1121788.0,20251231.0,20260218.0,83.3,75.0,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
NKE,NIKE INC CL B,-,320187.0,20250531.0,20250717.0,100.0,100.0,PRESENT,OK,True,False,True,True,True,True,False,True,True,True,True,True
HUM,HUMANA INC,-,49071.0,20251231.0,20260219.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
EBAY,EBAY INC,-,1065088.0,20251231.0,20260219.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
AXON,AXON ENTERPRISE INC,-,1069183.0,20251231.0,20260225.0,100.0,87.5,PRESENT,OK,True,True,True,True,True,True,False,True,True,True,True,True
CARR,CARRIER GLOBAL CORP,-,1783180.0,20251231.0,20260205.0,100.0,100.0,PRESENT,OK,True,True,True,True,False,True,True,True,True,True,True,True
EXC,EXELON CORP,-,1109357.0,20251231.0,20260212.0,100.0,100.0,PRESENT,OK,True,True,True,True,False,True,True,False,False,True,True,True
VTR,VENTAS INC,-,740260.0,20251231.0,20260206.0,83.3,62.5,PARTIAL,MISSING_DILUTED_SHARES,True,False,False,False,True,True,False,False,False,True,True,True
RSG,REPUBLIC SERVICES INC,-,1060391.0,20251231.0,20260218.0,100.0,100.0,PRESENT,OK,True,True,True,True,False,True,True,True,True,True,True,True
NDAQ,NASDAQ INC,-,1120193.0,20251231.0,20260212.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
IDXX,IDEXX LABORATORIES INC,-,874716.0,20251231.0,20260220.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
XYZ,BLOCK INC,-,1512673.0,20251231.0,20260226.0,100.0,87.5,PRESENT,OK,True,True,True,True,True,True,False,True,True,True,True,True
OXY,OCCIDENTAL PETROLEUM CORP,-,797468.0,20251231.0,20260218.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,False,True,False,False,True,False,True,False,True,True,True
IQV,IQVIA HOLDINGS INC,-,1478242.0,20251231.0,20260217.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
VST,VISTRA CORP,-,1692819.0,20251231.0,20260227.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,False,False,False,True,True,True
A,AGILENT TECHNOLOGIES INC,-,1090872.0,20251031.0,20251222.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
KDP,KEURIG DR PEPPER INC,-,1418135.0,20251231.0,20260224.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
FERG,FERGUSON ENTERPRISES INC,-,2011641.0,20250731.0,20250926.0,100.0,100.0,PRESENT,OK,False,False,False,False,True,False,False,False,False,True,True,True
IBKR,INTERACTIVE BROKERS GRO CL A,-,1381197.0,20251231.0,20260227.0,83.3,62.5,PARTIAL,MISSING_REVENUE,False,False,False,True,True,False,False,False,False,True,True,True
VEEV,VEEVA SYSTEMS INC CLASS A,-,1393052.0,20260131.0,20260320.0,100.0,75.0,PRESENT,OK,True,True,False,True,True,True,True,False,False,True,True,True
ROP,ROPER TECHNOLOGIES INC,-,882835.0,20251231.0,20260224.0,100.0,87.5,PRESENT,OK,True,True,False,True,True,True,True,False,False,True,True,True
CBRE,CBRE GROUP INC A,-,1138118.0,20251231.0,20260212.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
YUM,YUM BRANDS INC,-,1041061.0,20251231.0,20260220.0,83.3,87.5,PARTIAL,MISSING_DILUTED_SHARES,True,True,True,False,True,True,True,True,False,True,True,True
COIN,COINBASE GLOBAL INC CLASS A,-,1679788.0,20251231.0,20260212.0,100.0,87.5,PRESENT,OK,True,True,True,True,True,True,False,False,False,True,True,True
MSCI,MSCI INC,-,1408198.0,20251231.0,20260206.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
PAYX,PAYCHEX INC,-,723531.0,20250531.0,20250711.0,100.0,100.0,PRESENT,OK,True,True,True,True,True,True,True,True,True,True,True,True
PRU,PRUDENTIAL FINANCIAL INC,-,1137774.0,20251231.0,20260212.0,83.3,75.0,PARTIAL,MISSING_DILUTED_SHARES,True,False,False,False,False,True,False,False,False,True,True,True
WAT,WATERS CORP,-,1000697.0,20251231.0,20260223.0,100.0,100.0,PRESENT,OK,True,True,False,True,True,True,True,False,False,True,True,True
